"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.24470556178712,1.64884553142362,0.91723268475339
"S3",3.86527241750314,4.52669938047278,3.44064190470421
"S4",4.12888433410017,4.81954198455854,3.66696049329207
"S5",4.45707726734431,5.19321888893335,3.97205322830862
"S6",4.85976619596326,5.64610034340512,4.33353720933303
"S7",5.15205421126379,6.01518991370177,4.5968827443986
"S8",5.78855146961255,6.70465147595524,5.16288048616156
"S9",7.38346720321375,8.49390655846435,6.66438773077252
"S10",8.32250660223686,9.59064037473007,7.50735134533676
