"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.20738832974781,3.76604901531804,2.83319661465679
"S3",4.28676500652267,4.98730305002188,3.81291760202107
"S4",4.97628233651455,5.77278753765846,4.41733105922375
"S5",5.8752662086691,6.78571067068452,5.23863447260032
"S6",7.53928956094155,8.6664792943939,6.80288767544939
"S7",8.27912667186132,9.53051922038627,7.43462087179629
"S8",8.81951038958727,10.1497157154425,7.94136363885786
"S9",9.18618347699933,10.616912505248,8.23790220730421
"S10",9.90594766790783,11.4593957634882,8.81941689829041
