"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.33965729662022,1.75711304936637,0.973084518917498
"S3",3.98565973834792,4.63771135670062,3.54880996934144
"S4",4.13531088218986,4.8305026862595,3.66740300486307
"S5",4.52772580723814,5.33106527138423,4.03350416079363
"S6",5.06376515063311,5.92954142612168,4.53117457968435
"S7",5.27029435198676,6.19259201406808,4.72836354093716
"S8",5.84418789391374,6.86116261448168,5.21326262283666
"S9",7.26921438942344,8.43881024066375,6.57687554134033
"S10",8.48180968270315,9.93092234849619,7.65823466674797
