"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.7856041298695,4.4510982501243,3.32511885338481
"S3",5.31928711335767,6.16159568176267,4.72243465683463
"S4",6.53815963434901,7.56659368781754,5.83761536623265
"S5",7.39059469983045,8.53411272543499,6.56133514916169
"S6",8.13806396734319,9.3708086634723,7.27163009080043
"S7",8.87717635608192,10.2311579912375,7.91214779279882
"S8",9.44015648579581,10.867211092299,8.42149272776878
"S9",10.0019263797445,11.5031027286451,8.96841997626279
"S10",10.8519068446609,12.5431121570519,9.65082401442049
