"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.76333423618398,2.25681930861201,1.42247718713013
"S3",4.32607866096079,5.14027966926246,3.81330898336453
"S4",4.5466396661889,5.46787330266297,4.02868558728605
"S5",4.67585853069452,5.60126230279802,4.13751796732251
"S6",4.78349737524474,5.75128944302795,4.20607528898851
"S7",4.97527815184718,5.97988186013254,4.38929364210513
"S8",5.32949925399172,6.39548725241904,4.68479019115947
"S9",6.94410332966188,8.27179811386726,6.18897043930032
"S10",9.11286600026452,10.8359711518717,8.12645322929834
