"","pscale","high_boot","low_boot"
"",0,0,0
"S2",4.23946928183408,4.96726621434726,3.77491203800718
"S3",5.76384431390492,6.7179806730293,5.15563138964331
"S4",6.87982889028232,7.98429462332938,6.18645169731022
"S5",7.7852259886663,9.04005508790114,7.00826549653925
"S6",8.66312773647349,9.99983899878594,7.79456685355932
"S7",9.36568532018417,10.813014633441,8.47117192890174
"S8",10.0406166689348,11.5773521296411,9.06383240908128
"S9",10.535330678311,12.2105877400361,9.48051952359375
"S10",11.1649170395695,12.8824442573609,10.0130111546691
