"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.65667926673354,2.21902649291568,1.25850555503875
"S3",2.71689622067386,3.57411653185185,2.19090147014986
"S4",3.61935604963959,4.65249622697047,3.01211884672946
"S5",6.57022859063006,8.24524310092865,5.70481399547771
"S6",7.80753991638612,9.72939495635698,6.75191205761472
"S7",8.2037135986705,10.2286795864756,7.12623260149542
"S8",8.53591541505184,10.6578605473585,7.3383402486789
"S9",8.87492878671105,11.1559756896207,7.69224188945157
"S10",9.5024938445434,11.9019310606944,8.14192397802773
