"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.49629810350813,1.96390644371186,1.1146169774298
"S3",4.58551813365797,5.33192123106186,4.10331690972029
"S4",4.72362972753655,5.52399552754052,4.26578230647296
"S5",5.11603235613175,5.9988312723254,4.59702057517968
"S6",5.48197259678102,6.42271415787319,4.95517912887692
"S7",5.89072907007809,6.89075778680496,5.28486556039818
"S8",6.70812479178947,7.83536950714838,6.02229208466969
"S9",8.37484633198067,9.70965396609402,7.59470774883697
"S10",9.51097527589987,11.0398811918888,8.5974017704762
