"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.81919096442556,2.29587554674321,1.46380266227574
"S3",4.66591546834802,5.45968881563678,4.16853366433184
"S4",5.10806543955046,5.96522406820188,4.54163044456508
"S5",5.448264594745,6.35808250531234,4.85304583780805
"S6",5.73848756225429,6.68614204745622,5.07620923389069
"S7",6.21283874119336,7.2675545801909,5.53911911178534
"S8",7.02486942509202,8.20711622673182,6.23313237100834
"S9",8.9113150309324,10.3155776686521,7.98928209281134
"S10",10.1456441291703,11.74528404607,9.09911537780228
