"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.39749711191555,1.86525875562904,1.00572949750563
"S3",4.50839375735532,5.24537210332359,3.98512267037709
"S4",4.88853715641458,5.70703014734043,4.34033932277542
"S5",5.12805672290662,5.99062380490632,4.54173729798923
"S6",5.55722400090458,6.49819125512396,4.95755868767209
"S7",5.98597870268912,6.94855887732163,5.35833998947376
"S8",6.82578224284373,7.94202154021545,6.11434202237275
"S9",8.4775769305968,9.76943051836369,7.60676078546029
"S10",9.69545667118321,11.2210949943412,8.72087825946731
