"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.38240342261445,1.74370284700861,1.08273594654873
"S3",2.68635566110104,3.21809273019129,2.33415758221177
"S4",3.35957031672597,3.95038884764349,2.98232618533546
"S5",4.64157115053729,5.41464776236003,4.14831442251703
"S6",5.53342292571776,6.39813591236279,4.98252223660956
"S7",6.09029803034614,7.07710581185792,5.50647584844043
"S8",6.69593394441343,7.74762346943088,6.06034613555609
"S9",7.19542911548983,8.2991107992268,6.50172235954438
"S10",7.87002693963118,9.10235567895072,7.11215411060476
