"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.04169633654176,4.14253904106759,2.47074297422924
"S3",3.99858130284044,5.20532044908201,3.40640885128725
"S4",7.24905407176972,9.25942863097424,6.33950923512518
"S5",7.59163890919023,9.79213642155582,6.55901694985328
"S6",7.88235479815991,10.1669782918939,6.82721271977621
"S7",8.32471722026304,10.690142546985,7.26378072605594
"S8",8.68567084115766,11.0629685661706,7.57917396351026
"S9",9.03527203352784,11.5448944814145,7.85804292863357
"S10",9.38645199363103,12.0921978387306,8.16029490727568
