"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.50233141793841,4.07712684590499,3.10648284883515
"S3",4.88894637946439,5.64327391705586,4.40137267928639
"S4",5.71423947822485,6.58391393201413,5.12630095724319
"S5",6.58046386350601,7.54024404413959,5.93588115554569
"S6",7.36245769870301,8.41760795023519,6.65711535379887
"S7",7.96367670839456,9.16340495615888,7.20654730066977
"S8",8.57262710237606,9.78317228645428,7.75664264055178
"S9",8.98784658525203,10.3046610659118,8.09951229141561
"S10",9.49926653737605,10.8483402679361,8.56824459057446
