"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.70157436838296,2.17646599606101,1.39612855741152
"S3",2.96063730207631,3.62878391026385,2.57756514179699
"S4",3.88490051065315,4.71969749522991,3.42135348343891
"S5",5.01591320725572,6.05323043865843,4.45312318870776
"S6",7.75657062656698,9.31415139952431,6.96707223947678
"S7",8.25897525588395,9.97605602585296,7.38234073969501
"S8",8.33901753323664,10.0694622843364,7.45204092242347
"S9",8.80966925072814,10.5563517844948,7.86488756466961
"S10",8.93498864030546,10.7683361231131,7.90270963166477
