"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.84871287893952,4.49853307600332,3.40478021104768
"S3",5.34192955551016,6.177751902883,4.800353743878
"S4",6.36186301575986,7.38564359215556,5.72165603885657
"S5",7.39255672392856,8.54592411171392,6.66540232519384
"S6",8.05747054851472,9.28184600508932,7.27701074578516
"S7",8.76561734196294,10.0792568934804,7.9298717805111
"S8",9.34741264505966,10.720968851227,8.46631329373748
"S9",10.1526670247631,11.660532539854,9.22281757122298
"S10",10.6467143372238,12.2550717350691,9.67116681964864
