"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.68634914149308,3.39228034365061,2.22060829105987
"S3",3.92032934589033,4.7741730367709,3.3568386596835
"S4",6.00773028898225,7.29706000649721,5.23734352460028
"S5",7.53530253915192,9.04569467360624,6.62733398067417
"S6",8.15798220602144,9.7574841125499,7.17289827147655
"S7",8.6265285075741,10.2846567182463,7.62093347040869
"S8",9.12813032199563,10.8434844969227,8.0920840431493
"S9",9.46547119349541,11.3233882979454,8.34022857490733
"S10",9.59706818208267,11.5338567370496,8.42260695761814
