"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.69656714808518,3.47954283009352,2.22275666791742
"S3",4.03061102086858,5.00217424394114,3.5069995867648
"S4",7.11157419140695,8.80038337654382,6.27591138681954
"S5",7.5715987723877,9.35768380190513,6.6795316461553
"S6",7.94219133917365,9.8194678410703,7.0037535279194
"S7",8.34689364861313,10.291826339907,7.38735813904841
"S8",8.79833775172381,10.8078628242867,7.77972095324235
"S9",9.01452588815093,11.114653332897,7.94587793902438
"S10",9.33065273188113,11.5477815227552,8.23959381174575
