"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.4493562453619,1.91667140286272,1.07838105766539
"S3",4.42095442577133,5.23574624220195,3.91635195887451
"S4",4.67044534321386,5.52420785480332,4.14008839045703
"S5",5.01399327224856,5.91923576533952,4.42567539947076
"S6",5.49812694443224,6.47401771830525,4.86792965560952
"S7",5.83683044794379,6.88369256259709,5.17707917250016
"S8",6.64962341533126,7.86292570518422,5.91615621359199
"S9",8.34882118996707,9.76583203170973,7.46318829699677
"S10",9.45334898670437,11.1099513333582,8.45974808062603
