"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.04071626367452,3.86849561640422,2.55288519113898
"S3",4.29725219865964,5.25407913460491,3.72396677973709
"S4",7.24875197720709,8.75008736995416,6.42266008847724
"S5",7.74292407797518,9.41404400795033,6.80880822519389
"S6",8.08138307967979,9.84788672409092,7.13936528822539
"S7",8.58117241115838,10.4536894662752,7.63134889422859
"S8",9.02981778955974,10.9074793583581,8.00012803887739
"S9",9.33050732751047,11.3300352029366,8.26014402052612
"S10",9.62218393740986,11.6962373526476,8.49933708134285
