"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.6763186645565,2.129534083204,1.30452327525133
"S3",4.50040714773021,5.311204793275,3.97097370819253
"S4",4.63980192418532,5.5000330243704,4.06981118529036
"S5",4.70639581634666,5.55994965923647,4.13590144696327
"S6",4.85352801462255,5.75893532522173,4.27775896902254
"S7",4.91228772314615,5.83123852162457,4.31923597905246
"S8",5.46494105336388,6.47203996236235,4.81095909968165
"S9",7.05661196543265,8.29250420106277,6.27590388146791
"S10",9.31196382945932,10.9548435761819,8.30663315141948
