"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.50898841353257,1.96626286734118,1.20509982690554
"S3",4.13192142153988,4.85577585240588,3.66034569413263
"S4",4.26573502649661,5.04328722152342,3.78688245875583
"S5",4.39012731019131,5.18681943766695,3.89669052737953
"S6",4.68818808212631,5.50481981798026,4.16712978209664
"S7",4.92217690888668,5.79263160322347,4.34973460399608
"S8",5.13310503024745,6.0517666877377,4.512236130475
"S9",6.92115161420797,8.0705824033734,6.20884827524301
"S10",8.86064277687616,10.3535271054989,7.92385707747046
