"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.49211557111872,1.86212083790709,1.21294048882665
"S3",3.62356290791968,4.24552534756144,3.23364494767801
"S4",3.7630882114333,4.37162294540673,3.32828983416938
"S5",3.88152490750194,4.50843511019808,3.44115071191358
"S6",4.05590083349951,4.73835552753241,3.58482093392886
"S7",4.11866014351264,4.82618188295054,3.61914308084594
"S8",4.38764729855381,5.13076469127246,3.86178271706884
"S9",5.88392885175919,6.78551094263031,5.23253635514887
"S10",7.58159387704965,8.78587889961222,6.73747746918437
