"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.13414620940776,1.76520965854985,0.513846690880665
"S3",0.986740853270889,1.14387224475841,-3.3192064574586
"S4",9.92290165312448,9.0145067373401,7.00945836103809
"S5",10.1896976428346,9.44051035521382,7.14209333282815
"S6",10.4038909577526,9.70985254753332,7.27709745269553
"S7",10.6600503204357,10.0235387057732,7.47870148653627
"S8",10.8281485486931,10.2472704621347,7.58077064657019
"S9",11.0566880071492,10.5390099121872,7.75035342469077
"S10",11.1670771531427,10.771986076415,7.78808180041107
