"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.91589439633613,2.48971035512398,1.48548412312337
"S3",5.13851552512431,6.13327472674046,4.57214232900271
"S4",5.65455229270176,6.72357781837759,5.04227225693019
"S5",5.85904305083851,6.97708694785758,5.21461487264048
"S6",6.3290655318553,7.52051763280627,5.61402426869097
"S7",6.92302813665376,8.19354865337162,6.17543342010271
"S8",7.71057353794838,9.17570583888961,6.86535685836531
"S9",9.65591683565054,11.3428987345593,8.66623148408103
"S10",10.9519474388117,12.9316139900091,9.81662017029852
