"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.38138450479788,1.77990476114989,1.0291502573056
"S3",4.16404733606499,4.85285287524411,3.75196713377878
"S4",4.35406205029713,5.08784085992014,3.90133615044517
"S5",4.67082935445283,5.45951738356711,4.1794352540804
"S6",5.15131978894987,5.99085418357313,4.64283454234282
"S7",5.41137769502078,6.29089646368696,4.86707054168255
"S8",6.13030130364436,7.11180431974375,5.50395199201998
"S9",7.76073737367611,8.92823617736656,7.02483028587299
"S10",8.85585173694774,10.281905968383,8.00477364555873
