"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.10800042451999,7.21703791114087,2.54952331108667
"S3",4.41981781998976,8.93065641283832,3.81052778488956
"S4",7.8811553990938,16.7995752528644,6.85913772411231
"S5",8.33423898749508,17.3743534958663,7.24707470899917
"S6",8.81633684808654,17.8778126920764,7.69499953060182
"S7",9.17701778315005,18.2338777963226,8.03499231108705
"S8",9.42963568621332,18.5964254233103,8.25478216886262
"S9",9.76932942030618,18.8653692782938,8.54930224029612
"S10",10.1461698316932,19.3946815563061,8.86803884411804
