"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.66885709137319,2.08277983744,1.33127500518157
"S3",4.24491982359766,5.00666611982085,3.78680891640804
"S4",4.34731456838809,5.11812701559699,3.87723315444381
"S5",4.46113997821924,5.2953660170489,3.97402904895369
"S6",4.72588529073373,5.58794246420696,4.19836084417227
"S7",4.83496602082358,5.72602899651064,4.31019073716838
"S8",5.18078301604249,6.13200630860763,4.61586798520097
"S9",6.67792589673646,7.87980735243911,5.99474135173888
"S10",8.65766448879204,10.1791890350771,7.73252576957911
