"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.29980139900003,4.2840273837837,2.76650317966061
"S3",4.36664588235373,5.43406528557126,3.78628401174713
"S4",7.63416817931438,9.43220645905342,6.73025235755282
"S5",7.97006027011657,9.83857902410844,7.00801308476239
"S6",8.40550164250105,10.3924531243951,7.4313592192381
"S7",8.88000044113689,10.8985873898113,7.85442566668632
"S8",9.16941200843919,11.2372301826696,8.1291030464433
"S9",9.53168895358462,11.6530617001584,8.43785542896143
"S10",9.91345561176546,12.2020329400786,8.72418623179426
