"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.75569774811996,4.38634925294769,3.33427497036816
"S3",5.18754290415524,5.98227944040269,4.65709855065674
"S4",6.12972095544926,7.09353999688526,5.49275975285466
"S5",7.05377676803337,8.09135528128217,6.35100746047856
"S6",7.92171573360923,9.10540706403228,7.14827330375719
"S7",8.61172887283255,9.90007517601296,7.79693933580899
"S8",9.17728075699037,10.5114874596626,8.32504153258945
"S9",9.97586274049489,11.4167005857818,9.03421300345941
"S10",10.2942332210394,11.8548331970868,9.29073266767605
