"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.27830122975412,4.11693821381541,2.75406801578677
"S3",4.57098309053127,5.58608773200863,3.99108735945155
"S4",6.87793735922638,8.33821860192062,6.03228273668044
"S5",8.52014241652192,10.3245281320654,7.50762663852355
"S6",9.34125939376017,11.2431049604226,8.28186844949721
"S7",9.71478976592024,11.7107742301605,8.54849536831859
"S8",10.2964075515227,12.3364257185386,9.10397109238254
"S9",10.5716494338567,12.6672005531923,9.35918697480839
"S10",10.9117531820539,13.0995579788559,9.61077999889761
