"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.69429327864531,2.34535592349499,1.19761585568289
"S3",2.96305876475961,3.76952044129694,2.33695390463776
"S4",5.81197953309803,7.10982841103509,4.92834727802453
"S5",6.97401024108852,8.50604980692454,5.87977925988265
"S6",7.41270653351909,9.05500411281309,6.25511111481552
"S7",7.81879414101207,9.5120649405052,6.58987613413447
"S8",8.22280357886526,9.97716987732894,6.96959544227404
"S9",8.59334811060049,10.425489982102,7.31154246754836
"S10",8.83191716212583,10.7981434934661,7.47638280677784
