"","pscale","high_boot","low_boot"
"",0,0,0
"S2",0.816314717692338,1.71516000051877,0.160852399947093
"S3",0.791008201811751,1.15375726248086,-2.81302167773702
"S4",9.73179188796196,8.94529133684183,6.94250173765437
"S5",10.0468865476274,9.40805705445159,7.10407337088619
"S6",10.3126813831116,9.70695860976445,7.31144168252525
"S7",10.5187878114552,10.0028955933573,7.47537129871797
"S8",10.6421014429902,10.1516065488932,7.52593643892165
"S9",10.9671799837706,10.5561132924641,7.79716444644845
"S10",11.107184893599,10.7559362346252,7.82206925973145
