"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.07971612870069,3.8586724829932,2.57551029155726
"S3",4.52505455043786,5.52425283714335,3.92216294910169
"S4",6.61521629181074,8.03517955894269,5.76204293625907
"S5",8.15351448036725,9.83019884769976,7.17309958088428
"S6",8.97749575519341,10.8223570621413,7.93299146340611
"S7",9.37892145821336,11.2847405102222,8.24593744861684
"S8",9.75069296353809,11.7063503791112,8.61479596901146
"S9",10.1412428692046,12.1926564315737,8.9763754036519
"S10",10.4468286715299,12.5714958992357,9.16358337839399
