"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.64964867504089,2.24139531338507,1.16276667151011
"S3",2.81709980271154,3.60009731263011,2.24238712516186
"S4",5.56685530942622,6.82838037444043,4.77712075600286
"S5",6.34941698973478,7.78166296166298,5.44136843000863
"S6",6.85208835657658,8.37039635316167,5.90738084302885
"S7",7.32912098160208,8.89892038499328,6.30920438554144
"S8",7.6994202586768,9.31942077883228,6.66643197719814
"S9",7.94313474443708,9.68943498374205,6.84674728245864
"S10",8.1418143782814,9.95556736343168,6.99093843782484
