"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.51376310701141,2.08695210476902,1.1240652980399
"S3",2.47751298033968,3.27687307533697,1.96382686144414
"S4",3.77270062393201,4.7732875870436,3.12336758261303
"S5",6.76502921073526,8.36154604770537,5.79344669103308
"S6",8.29268727013059,10.1958335186661,7.16282268623959
"S7",8.58521641936832,10.5933042531381,7.35393719418406
"S8",9.13448468021702,11.2619226152989,7.91090248081815
"S9",9.65731222917094,11.8994429103043,8.3206337743694
"S10",10.0561988551824,12.4151195225884,8.69072960219437
