"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.34156996174263,4.30596635197391,2.77706109645721
"S3",4.76413661761156,5.96514615734041,4.14022477959277
"S4",8.22925020172005,10.1826444597285,7.26696767426738
"S5",8.80453896959445,10.8855883339335,7.77726963111499
"S6",9.30831424309945,11.5243728786724,8.21761757668985
"S7",9.81619680737581,12.0560870413566,8.70626104198195
"S8",10.3562407083317,12.7066680007416,9.16485676444823
"S9",10.7947701062738,13.2320467955194,9.53328903774843
"S10",10.9411841981218,13.4885182609784,9.62428798070476
