"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.88495444107608,3.72031069425442,2.36106553101904
"S3",3.89309696552153,4.80253774894554,3.37614585013666
"S4",6.81326512283993,8.34338066623301,5.99117293723274
"S5",7.16578861156446,8.86003255998405,6.25549673682135
"S6",7.36831685972983,9.13152270193851,6.42100401132824
"S7",7.85698539165007,9.68068360117723,6.8810600836146
"S8",8.16690552301733,10.0215689459893,7.14282621770809
"S9",8.41848687090403,10.3409949048252,7.35899527817438
"S10",8.73986447146332,10.7403585806607,7.59156591899134
