"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.06487149001466,2.63519001857527,1.7292468362421
"S3",3.22682248578979,4.05731426829513,2.80630947478361
"S4",4.17770649175002,5.1623386406509,3.66122347785237
"S5",5.37036851427957,6.68285964404335,4.70732504365471
"S6",7.97766839938498,9.7629738987805,7.07084378661492
"S7",8.73997595976572,10.6798196497953,7.79225754685709
"S8",9.01073285975443,11.0849316840776,7.99124382251547
"S9",9.13044009539398,11.2793046442781,7.9879051380361
"S10",9.63256687455456,11.9214132283159,8.47639883775474
