"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.40504596302781,1.86118604821958,1.05552953342576
"S3",4.14920914317751,4.8351427445961,3.71593922224525
"S4",4.36800970005875,5.10294917374983,3.91480842197304
"S5",4.70090222973976,5.4888349554052,4.22188529353015
"S6",5.09806932148796,5.91176255836881,4.56574052364143
"S7",5.40730868523294,6.30509800652539,4.85007618601031
"S8",6.13975956970065,7.12040658970481,5.52760782921433
"S9",7.6896245631581,8.86246669170048,6.96266430517616
"S10",8.89901097791856,10.3282267941653,8.05880794285192
