"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.2442956841819,4.11559979660243,2.75938396676867
"S3",5.23386770492834,6.49974877838405,4.64125291912114
"S4",8.84333087232634,10.8500241647662,7.93168834156195
"S5",9.53004521399533,11.7248827966872,8.54499122533361
"S6",10.0453655046035,12.3047913000984,8.9936006159797
"S7",10.5902387185329,12.9501506815299,9.48651005439448
"S8",11.0044641022445,13.4500851166574,9.88290758604601
"S9",11.4853198359867,13.9869272801078,10.3469214844686
"S10",12.2901438819036,14.9475266841448,11.0403015045328
