"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.89775178741143,3.4654405036847,2.57379638493013
"S3",3.92862989069059,4.63994021050836,3.49439365431549
"S4",4.87543701714884,5.73797840007298,4.37016387306624
"S5",5.35095656779509,6.34312299721528,4.80439953894377
"S6",7.02652137272283,8.25568921370598,6.37757534010798
"S7",7.96064044122569,9.35014370238526,7.21415409122929
"S8",8.27638114075758,9.73323471435767,7.48994862676875
"S9",8.6005753203118,10.1051630777192,7.75945903337486
"S10",9.36908325117258,11.0356988169888,8.4692102667409
