"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.02316904959417,2.61337034502288,1.69645895130509
"S3",3.10657204070868,3.82807312109683,2.69031971860525
"S4",4.17019206650622,5.12504453709734,3.6071614410729
"S5",5.54815536537046,6.81547462619332,4.84387017502917
"S6",8.20587228344405,9.91790974047054,7.19222904533301
"S7",8.99081254689012,10.8791054140074,7.89903664835238
"S8",9.16443107329276,11.0946568085675,8.02921253623399
"S9",9.44347055659632,11.40235669792,8.29162996337123
"S10",9.84750992338014,11.9477895151166,8.5613759218281
