"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.00905369609462,3.85715444832603,2.49306585145624
"S3",3.96543205964021,4.91257996584896,3.41571091502639
"S4",7.02763631194917,8.5270445787958,6.16389566766336
"S5",7.43194896855728,9.0454781185855,6.49083622264231
"S6",7.88895012074141,9.62369014039322,6.8836876023092
"S7",8.31578931067396,10.1085705789123,7.27500703151905
"S8",8.84131619901001,10.6787770922612,7.77555881015838
"S9",9.07911830787039,11.0644758938331,7.94957418890121
"S10",9.44291980119705,11.4472353096511,8.19004099143225
