"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.47422859252502,3.16563529797764,2.05556827285307
"S3",3.92933050643205,4.83690278563987,3.42111811860844
"S4",5.8782335601793,7.11809478932314,5.14011931012645
"S5",7.44929544011785,8.96621152033309,6.55658336200288
"S6",8.142803786468,9.81998842021132,7.16889980548942
"S7",8.73519136451685,10.4721037623597,7.71070954143635
"S8",8.94558829743907,10.7426045831672,7.89063394530268
"S9",9.30729490080266,11.1766406435069,8.21622204359281
"S10",9.54560006439497,11.5040784795699,8.39414264331087
