"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.99340457528381,2.5075282555341,1.62430546789937
"S3",4.9408222834369,5.89686682070665,4.34977987076737
"S4",5.02641696668193,5.99236317173265,4.42060889049486
"S5",5.12871561038351,6.12214446849207,4.50256130569668
"S6",5.42519580604974,6.47295189055737,4.77494570061373
"S7",5.60097153268697,6.71802250916735,4.92193836834438
"S8",5.94713158869814,7.10257097884465,5.20743536102664
"S9",7.81937900648199,9.26506219431364,6.92891724168408
"S10",10.072810465615,11.9137627275368,8.87985136198049
