"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.1232333048609,1.74040406167765,0.50183596259855
"S3",0.964915044177185,1.12674517459911,-3.41404561693996
"S4",9.87984875147784,8.97244720018114,6.9852345624836
"S5",10.2121241689514,9.48931230922653,7.18790437549461
"S6",10.4823324782689,9.83452796227589,7.36807906515955
"S7",10.637692426864,10.0068568514903,7.52596760968903
"S8",10.8604241429129,10.2702689995068,7.69861812348806
"S9",10.9427304560497,10.3929293768093,7.6792197662687
"S10",11.0971071730769,10.6969033029582,7.7663744233602
