"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.41111203022036,3.10715633301963,2.03468714562545
"S3",3.71540935532401,4.69244945600102,3.23289424977043
"S4",4.70806700839037,5.93860936007777,4.12035365369583
"S5",6.41994523613548,8.08289528152539,5.6615294661925
"S6",9.41161109284942,11.742004763468,8.38519445863216
"S7",10.2711088214362,12.7091820113734,9.16109396878884
"S8",10.4979234921982,13.0735520825312,9.28846393165035
"S9",10.7453785362598,13.3517266809363,9.4995538583612
"S10",11.0923433168997,13.8602279061259,9.78408421301975
