"","pscale","high_boot","low_boot"
"",0,0,0
"S2",5.68513490651177,7.50838113262972,0.770330928891237
"S3",10.0887182474789,9.59912535129947,-2.4986699326336
"S4",21.8247519574926,20.4474684206107,7.56246886017392
"S5",22.1624289329967,20.8544757605419,7.78915758684374
"S6",22.5321459928475,21.2388406493087,8.09352780495979
"S7",22.764496676877,21.4851962934055,8.31700591221999
"S8",23.0155045355641,21.7492825667867,8.50571806902018
"S9",23.2330240784419,21.9956900475864,8.63272736842467
"S10",23.4229476907824,22.2757582235309,8.74499192251694
