"","pscale","high_boot","low_boot"
"",0,0,0
"S2",4.03260826215299,4.79547327648946,3.56997729835409
"S3",5.50802669118239,6.46269314742474,4.93514018979117
"S4",6.58653766163512,7.78956742743521,5.89163681610961
"S5",7.58040414693776,8.89546974664588,6.82955231833212
"S6",8.42009895876241,9.85391143910179,7.61617153608986
"S7",9.21098408674724,10.7516970204116,8.37989704135431
"S8",9.69753491290042,11.3686898727801,8.77064733239268
"S9",10.4481517483429,12.182937303625,9.47388232056452
"S10",11.0728952420277,12.8675834244176,10.0196709025329
