trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuli/sub1/matching/0_plain_1.67	1.670000	0.885878	0.645878
1	light	stimuli/sub1/matching/1_light_1.29	1.290000	0.068738	0.428738
2	light	stimuli/sub1/matching/2_light_0.46	0.460000	0.223666	0.209666
3	dark	stimuli/sub1/matching/3_dark_1.67	1.670000	0.618371	0.518371
4	dark	stimuli/sub1/matching/4_dark_0.82	0.820000	0.965464	0.325464
5	plain	stimuli/sub1/matching/5_plain_0.46	0.460000	0.430148	0.170148
6	plain	stimuli/sub1/matching/6_plain_0.31	0.310000	0.769283	0.129283
7	light	stimuli/sub1/matching/7_light_0.63	0.630000	0.783046	0.183046
8	plain	stimuli/sub1/matching/8_plain_0.11	0.110000	0.009621	0.047621
9	dark	stimuli/sub1/matching/9_dark_1.67	1.670000	0.168800	0.448800
10	light	stimuli/sub1/matching/10_light_0.63	0.630000	0.219307	0.219307
11	light	stimuli/sub1/matching/11_light_0.63	0.630000	0.167360	0.187360
12	dark	stimuli/sub1/matching/12_dark_0.19	0.190000	0.339965	0.059965
13	plain	stimuli/sub1/matching/13_plain_0.31	0.310000	0.444798	0.094798
14	plain	stimuli/sub1/matching/14_plain_1.29	1.290000	0.271569	0.471569
15	dark	stimuli/sub1/matching/15_dark_0.63	0.630000	0.932698	0.272698
16	dark	stimuli/sub1/matching/16_dark_0.19	0.190000	0.802067	0.082067
17	dark	stimuli/sub1/matching/17_dark_0.63	0.630000	0.736378	0.184378
18	dark	stimuli/sub1/matching/18_dark_0.31	0.310000	0.559050	0.099050
19	dark	stimuli/sub1/matching/19_dark_0.31	0.310000	0.018038	0.080038
20	light	stimuli/sub1/matching/20_light_0.46	0.460000	0.765045	0.165045
21	plain	stimuli/sub1/matching/21_plain_0.46	0.460000	0.954144	0.194144
22	plain	stimuli/sub1/matching/22_plain_1.29	1.290000	0.528695	0.528695
23	light	stimuli/sub1/matching/23_light_1.05	1.050000	0.785056	0.365056
24	light	stimuli/sub1/matching/24_light_0.11	0.110000	0.325719	0.061719
25	plain	stimuli/sub1/matching/25_plain_1.29	1.290000	0.319453	0.339453
26	plain	stimuli/sub1/matching/26_plain_1.67	1.670000	0.884050	0.584050
27	light	stimuli/sub1/matching/27_light_0.82	0.820000	0.236403	0.196403
28	light	stimuli/sub1/matching/28_light_0.11	0.110000	0.120224	0.040224
29	light	stimuli/sub1/matching/29_light_0.63	0.630000	0.800851	0.216851
30	plain	stimuli/sub1/matching/30_plain_0.19	0.190000	0.304974	0.064974
31	plain	stimuli/sub1/matching/31_plain_1.50	1.500000	0.579330	0.579330
32	light	stimuli/sub1/matching/32_light_1.50	1.500000	0.897500	0.477500
33	light	stimuli/sub1/matching/33_light_0.11	0.110000	0.076745	0.058745
34	light	stimuli/sub1/matching/34_light_0.19	0.190000	0.708503	0.066503
35	dark	stimuli/sub1/matching/35_dark_0.31	0.310000	0.176499	0.116499
36	light	stimuli/sub1/matching/36_light_1.50	1.500000	0.033835	0.433835
37	dark	stimuli/sub1/matching/37_dark_0.82	0.820000	0.208387	0.268387
38	light	stimuli/sub1/matching/38_light_0.63	0.630000	0.771657	0.171657
39	dark	stimuli/sub1/matching/39_dark_0.11	0.110000	0.512260	0.052260
40	plain	stimuli/sub1/matching/40_plain_0.63	0.630000	0.444688	0.184688
41	light	stimuli/sub1/matching/41_light_0.19	0.190000	0.316300	0.044300
42	dark	stimuli/sub1/matching/42_dark_0.11	0.110000	0.255946	0.055946
43	dark	stimuli/sub1/matching/43_dark_0.19	0.190000	0.587957	0.061957
44	dark	stimuli/sub1/matching/44_dark_0.82	0.820000	0.115698	0.121698
45	light	stimuli/sub1/matching/45_light_0.63	0.630000	0.353157	0.233157
46	light	stimuli/sub1/matching/46_light_1.29	1.290000	0.064030	0.424030
47	dark	stimuli/sub1/matching/47_dark_0.63	0.630000	0.228548	0.228548
48	light	stimuli/sub1/matching/48_light_0.11	0.110000	0.341916	0.061916
49	plain	stimuli/sub1/matching/49_plain_0.46	0.460000	0.048528	0.128528
50	dark	stimuli/sub1/matching/50_dark_1.67	1.670000	0.059646	0.379646
51	dark	stimuli/sub1/matching/51_dark_0.19	0.190000	0.325995	0.065995
52	plain	stimuli/sub1/matching/52_plain_0.46	0.460000	0.177934	0.177934
53	light	stimuli/sub1/matching/53_light_0.82	0.820000	0.740766	0.280766
54	dark	stimuli/sub1/matching/54_dark_0.63	0.630000	0.194667	0.194667
55	dark	stimuli/sub1/matching/55_dark_1.05	1.050000	0.832290	0.312290
56	plain	stimuli/sub1/matching/56_plain_1.29	1.290000	0.301366	0.541366
57	dark	stimuli/sub1/matching/57_dark_1.67	1.670000	0.364323	0.444323
58	light	stimuli/sub1/matching/58_light_1.05	1.050000	0.881611	0.421611
59	plain	stimuli/sub1/matching/59_plain_0.82	0.820000	0.817291	0.357291
60	plain	stimuli/sub1/matching/60_plain_1.50	1.500000	0.971092	0.651092
61	light	stimuli/sub1/matching/61_light_0.31	0.310000	0.777731	0.109731
62	light	stimuli/sub1/matching/62_light_1.29	1.290000	0.830445	0.450445
63	plain	stimuli/sub1/matching/63_plain_0.19	0.190000	0.464116	0.044116
64	light	stimuli/sub1/matching/64_light_0.31	0.310000	0.889195	0.125195
65	light	stimuli/sub1/matching/65_light_1.05	1.050000	0.434692	0.374692
66	plain	stimuli/sub1/matching/66_plain_0.63	0.630000	0.308070	0.288070
67	light	stimuli/sub1/matching/67_light_0.63	0.630000	0.370561	0.150561
68	plain	stimuli/sub1/matching/68_plain_0.63	0.630000	0.975352	0.375352
69	plain	stimuli/sub1/matching/69_plain_0.19	0.190000	0.094092	0.076092
70	dark	stimuli/sub1/matching/70_dark_0.82	0.820000	0.211805	0.231805
71	dark	stimuli/sub1/matching/71_dark_0.63	0.630000	0.839309	0.219309
72	light	stimuli/sub1/matching/72_light_1.67	1.670000	0.716535	0.536535
73	light	stimuli/sub1/matching/73_light_1.05	1.050000	0.280297	0.280297
74	dark	stimuli/sub1/matching/74_dark_1.50	1.500000	0.621393	0.381393
75	dark	stimuli/sub1/matching/75_dark_1.50	1.500000	0.388662	0.388662
