trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuli/sub2/matching/0_plain_0.46	0.460000	0.299354	0.161354
1	dark	stimuli/sub2/matching/1_dark_1.50	1.500000	0.869026	0.497026
2	plain	stimuli/sub2/matching/2_plain_1.50	1.500000	0.509230	0.543230
3	plain	stimuli/sub2/matching/3_plain_0.82	0.820000	0.226704	0.316704
4	dark	stimuli/sub2/matching/4_dark_0.46	0.460000	0.571559	0.187559
5	light	stimuli/sub2/matching/5_light_0.11	0.110000	0.290985	0.022985
6	dark	stimuli/sub2/matching/6_dark_0.82	0.820000	0.108367	0.244367
7	plain	stimuli/sub2/matching/7_plain_0.63	0.630000	0.584905	0.304905
8	plain	stimuli/sub2/matching/8_plain_0.63	0.630000	0.861442	0.249442
9	dark	stimuli/sub2/matching/9_dark_0.11	0.110000	0.053605	0.043605
10	dark	stimuli/sub2/matching/10_dark_1.67	1.670000	0.322072	0.540072
11	plain	stimuli/sub2/matching/11_plain_1.29	1.290000	0.670338	0.494338
12	plain	stimuli/sub2/matching/12_plain_1.50	1.500000	0.927001	0.548000
13	light	stimuli/sub2/matching/13_light_0.82	0.820000	0.053682	0.319682
14	plain	stimuli/sub2/matching/14_plain_1.05	1.050000	0.593829	0.401829
15	plain	stimuli/sub2/matching/15_plain_1.67	1.670000	0.311469	0.611469
16	dark	stimuli/sub2/matching/16_dark_1.50	1.500000	0.468220	0.488220
17	light	stimuli/sub2/matching/17_light_1.67	1.670000	0.643885	0.643885
19	light	stimuli/sub2/matching/19_light_0.19	0.190000	0.942803	0.048803
20	light	stimuli/sub2/matching/20_light_0.46	0.460000	0.365150	0.067150
21	plain	stimuli/sub2/matching/21_plain_0.11	0.110000	0.450856	0.040856
22	plain	stimuli/sub2/matching/22_plain_0.82	0.820000	0.027060	0.235060
23	dark	stimuli/sub2/matching/23_dark_1.67	1.670000	0.477968	0.565968
24	plain	stimuli/sub2/matching/24_plain_1.05	1.050000	0.058855	0.378855
25	dark	stimuli/sub2/matching/25_dark_0.46	0.460000	0.043716	0.123716
26	plain	stimuli/sub2/matching/26_plain_1.29	1.290000	0.296170	0.392170
27	light	stimuli/sub2/matching/27_light_0.63	0.630000	0.012481	0.194000
28	light	stimuli/sub2/matching/28_light_0.31	0.310000	0.531972	0.067972
29	light	stimuli/sub2/matching/29_light_1.05	1.050000	0.125292	0.385292
30	dark	stimuli/sub2/matching/30_dark_1.05	1.050000	0.605733	0.329733
31	light	stimuli/sub2/matching/31_light_0.63	0.630000	0.679970	0.399970
32	light	stimuli/sub2/matching/32_light_1.29	1.290000	0.396869	0.416869
