trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuli/sub4/matching/0_plain_1.05	1.050000	0.051931	0.379931
1	light	stimuli/sub4/matching/1_light_0.19	0.190000	0.131321	0.101321
2	dark	stimuli/sub4/matching/2_dark_0.82	0.820000	0.768647	0.256647
3	light	stimuli/sub4/matching/3_light_0.46	0.460000	0.635137	0.187137
4	dark	stimuli/sub4/matching/4_dark_0.19	0.190000	0.073252	0.081252
5	light	stimuli/sub4/matching/5_light_1.50	1.500000	0.696421	0.480421
6	light	stimuli/sub4/matching/6_light_0.46	0.460000	0.051826	0.139826
7	plain	stimuli/sub4/matching/7_plain_0.11	0.110000	0.387568	0.039568
8	dark	stimuli/sub4/matching/8_dark_0.46	0.460000	0.523519	0.163519
9	light	stimuli/sub4/matching/9_light_0.82	0.820000	0.227649	0.279649
10	light	stimuli/sub4/matching/10_light_0.63	0.630000	0.348606	0.210606
11	light	stimuli/sub4/matching/11_light_0.19	0.190000	0.781118	0.119118
12	plain	stimuli/sub4/matching/12_plain_0.11	0.110000	0.655009	0.035009
13	dark	stimuli/sub4/matching/13_dark_1.05	1.050000	0.313539	0.287539
14	light	stimuli/sub4/matching/14_light_0.31	0.310000	0.214297	0.150297
15	light	stimuli/sub4/matching/15_light_0.46	0.460000	0.654584	0.144584
16	dark	stimuli/sub4/matching/16_dark_0.31	0.310000	0.432386	0.104386
17	plain	stimuli/sub4/matching/17_plain_0.46	0.460000	0.386167	0.192167
18	plain	stimuli/sub4/matching/18_plain_0.31	0.310000	0.074300	0.112300
19	dark	stimuli/sub4/matching/19_dark_1.29	1.290000	0.663356	0.375356
20	plain	stimuli/sub4/matching/20_plain_0.31	0.310000	0.483668	0.127668
21	light	stimuli/sub4/matching/21_light_0.31	0.310000	0.270525	0.108525
22	light	stimuli/sub4/matching/22_light_0.19	0.190000	0.969876	0.077876
23	plain	stimuli/sub4/matching/23_plain_1.05	1.050000	0.122045	0.372045
24	light	stimuli/sub4/matching/24_light_1.29	1.290000	0.100720	0.420720
25	plain	stimuli/sub4/matching/25_plain_0.11	0.110000	0.798563	0.038563
26	dark	stimuli/sub4/matching/26_dark_0.11	0.110000	0.253750	0.041750
27	dark	stimuli/sub4/matching/27_dark_0.82	0.820000	0.847172	0.249172
28	light	stimuli/sub4/matching/28_light_0.19	0.190000	0.218859	0.072859
29	plain	stimuli/sub4/matching/29_plain_0.63	0.630000	0.858325	0.328325
30	plain	stimuli/sub4/matching/30_plain_1.29	1.290000	0.915603	0.547603
31	dark	stimuli/sub4/matching/31_dark_0.11	0.110000	0.238274	0.046274
32	light	stimuli/sub4/matching/32_light_0.11	0.110000	0.803408	0.037408
33	plain	stimuli/sub4/matching/33_plain_1.05	1.050000	0.176316	0.344316
34	dark	stimuli/sub4/matching/34_dark_1.50	1.500000	0.160442	0.340442
35	plain	stimuli/sub4/matching/35_plain_1.67	1.670000	0.981228	0.645228
36	light	stimuli/sub4/matching/36_light_1.29	1.290000	0.988154	0.484154
37	light	stimuli/sub4/matching/37_light_0.46	0.460000	0.788816	0.194816
38	dark	stimuli/sub4/matching/38_dark_0.11	0.110000	0.096936	0.042000
39	light	stimuli/sub4/matching/39_light_1.05	1.050000	0.165523	0.295523
40	plain	stimuli/sub4/matching/40_plain_1.50	1.500000	0.183052	0.541052
41	dark	stimuli/sub4/matching/41_dark_1.50	1.500000	0.441707	0.425707
42	dark	stimuli/sub4/matching/42_dark_0.19	0.190000	0.012287	0.066287
43	light	stimuli/sub4/matching/43_light_0.82	0.820000	0.735449	0.285449
44	dark	stimuli/sub4/matching/44_dark_1.29	1.290000	0.562072	0.422072
45	plain	stimuli/sub4/matching/45_plain_0.46	0.460000	0.913144	0.199144
46	plain	stimuli/sub4/matching/46_plain_1.05	1.050000	0.179607	0.353607
47	light	stimuli/sub4/matching/47_light_0.63	0.630000	0.166985	0.206985
48	light	stimuli/sub4/matching/48_light_1.67	1.670000	0.015217	0.447217
49	plain	stimuli/sub4/matching/49_plain_1.05	1.050000	0.101144	0.373144
50	light	stimuli/sub4/matching/50_light_1.05	1.050000	0.060596	0.280596
51	light	stimuli/sub4/matching/51_light_1.05	1.050000	0.136608	0.314608
52	plain	stimuli/sub4/matching/52_plain_1.29	1.290000	0.940080	0.540080
53	dark	stimuli/sub4/matching/53_dark_0.82	0.820000	0.118745	0.238745
54	plain	stimuli/sub4/matching/54_plain_1.29	1.290000	0.444291	0.544291
55	plain	stimuli/sub4/matching/55_plain_0.11	0.110000	0.543335	0.041335
56	dark	stimuli/sub4/matching/56_dark_0.31	0.310000	0.010999	0.074999
57	light	stimuli/sub4/matching/57_light_1.05	1.050000	0.820853	0.300853
58	plain	stimuli/sub4/matching/58_plain_0.19	0.190000	0.915674	0.073674
59	dark	stimuli/sub4/matching/59_dark_0.31	0.310000	0.020416	0.078416
60	light	stimuli/sub4/matching/60_light_1.67	1.670000	0.020613	0.420613
61	plain	stimuli/sub4/matching/61_plain_0.19	0.190000	0.138124	0.070124
62	plain	stimuli/sub4/matching/62_plain_0.63	0.630000	0.611659	0.231659
63	plain	stimuli/sub4/matching/63_plain_0.82	0.820000	0.029350	0.269350
64	plain	stimuli/sub4/matching/64_plain_1.67	1.670000	0.077387	0.517387
65	light	stimuli/sub4/matching/65_light_0.31	0.310000	0.828730	0.080730
66	light	stimuli/sub4/matching/66_light_1.05	1.050000	0.970387	0.350387
67	dark	stimuli/sub4/matching/67_dark_1.50	1.500000	0.130584	0.330584
68	light	stimuli/sub4/matching/68_light_0.63	0.630000	0.187698	0.209698
69	plain	stimuli/sub4/matching/69_plain_1.67	1.670000	0.953149	0.613149
70	plain	stimuli/sub4/matching/70_plain_1.50	1.500000	0.837693	0.597693
71	light	stimuli/sub4/matching/71_light_1.29	1.290000	0.070738	0.290738
72	dark	stimuli/sub4/matching/72_dark_0.19	0.190000	0.838426	0.070426
73	light	stimuli/sub4/matching/73_light_1.29	1.290000	0.522235	0.422235
74	dark	stimuli/sub4/matching/74_dark_0.63	0.630000	0.164915	0.178915
75	plain	stimuli/sub4/matching/75_plain_1.05	1.050000	0.014167	0.374167
76	light	stimuli/sub4/matching/76_light_0.82	0.820000	0.579048	0.259048
77	plain	stimuli/sub4/matching/77_plain_0.19	0.190000	0.908513	0.060513
78	light	stimuli/sub4/matching/78_light_0.19	0.190000	0.548872	0.078872
79	light	stimuli/sub4/matching/79_light_1.50	1.500000	0.092451	0.392451
80	light	stimuli/sub4/matching/80_light_0.46	0.460000	0.355520	0.111520
