trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuli/sub5/matching/0_plain_1.67	1.670000	0.717988	0.653988
1	light	stimuli/sub5/matching/1_light_1.50	1.500000	0.195296	0.451296
2	light	stimuli/sub5/matching/2_light_1.67	1.670000	0.446364	0.490364
3	light	stimuli/sub5/matching/3_light_0.31	0.310000	0.600258	0.092000
4	plain	stimuli/sub5/matching/4_plain_1.67	1.670000	0.840484	0.622484
5	light	stimuli/sub5/matching/5_light_0.82	0.820000	0.515835	0.397835
6	plain	stimuli/sub5/matching/6_plain_0.31	0.310000	0.855920	0.107920
7	light	stimuli/sub5/matching/7_light_1.50	1.500000	0.454690	0.388690
8	dark	stimuli/sub5/matching/8_dark_0.82	0.820000	0.668708	0.278708
9	plain	stimuli/sub5/matching/9_plain_0.31	0.310000	0.827598	0.087598
10	plain	stimuli/sub5/matching/10_plain_0.19	0.190000	0.721791	0.721791
11	light	stimuli/sub5/matching/11_light_0.46	0.460000	0.086517	0.178517
12	light	stimuli/sub5/matching/12_light_1.29	1.290000	0.946056	0.362056
13	light	stimuli/sub5/matching/13_light_1.50	1.500000	0.143012	0.305012
14	light	stimuli/sub5/matching/14_light_0.46	0.460000	0.101979	0.165979
15	light	stimuli/sub5/matching/15_light_0.31	0.310000	0.351214	0.123214
16	plain	stimuli/sub5/matching/16_plain_1.67	1.670000	0.034989	0.574989
17	light	stimuli/sub5/matching/17_light_0.63	0.630000	0.962762	0.252762
18	light	stimuli/sub5/matching/18_light_1.50	1.500000	0.831189	0.413189
19	light	stimuli/sub5/matching/19_light_1.67	1.670000	0.632137	0.488137
20	dark	stimuli/sub5/matching/20_dark_0.11	0.110000	0.177059	0.041059
21	dark	stimuli/sub5/matching/21_dark_1.05	1.050000	0.630909	0.278909
22	dark	stimuli/sub5/matching/22_dark_0.63	0.630000	0.452751	0.162751
23	light	stimuli/sub5/matching/23_light_0.63	0.630000	0.701810	0.221810
24	dark	stimuli/sub5/matching/24_dark_0.31	0.310000	0.833285	0.111285
25	plain	stimuli/sub5/matching/25_plain_0.46	0.460000	0.910043	0.174043
26	dark	stimuli/sub5/matching/26_dark_1.50	1.500000	0.421122	0.323122
27	dark	stimuli/sub5/matching/27_dark_1.05	1.050000	0.022154	0.320154
28	dark	stimuli/sub5/matching/28_dark_0.46	0.460000	0.976910	0.138910
29	plain	stimuli/sub5/matching/29_plain_0.63	0.630000	0.125173	0.281173
30	dark	stimuli/sub5/matching/30_dark_0.63	0.630000	0.210691	0.178691
31	dark	stimuli/sub5/matching/31_dark_0.31	0.310000	0.417831	0.093831
32	dark	stimuli/sub5/matching/32_dark_0.11	0.110000	0.412422	0.034000
33	plain	stimuli/sub5/matching/33_plain_1.05	1.050000	0.780936	0.406936
34	dark	stimuli/sub5/matching/34_dark_0.19	0.190000	0.827233	0.045233
35	plain	stimuli/sub5/matching/35_plain_0.11	0.110000	0.219898	0.035898
36	plain	stimuli/sub5/matching/36_plain_0.82	0.820000	0.189219	0.321219
37	plain	stimuli/sub5/matching/37_plain_0.46	0.460000	0.195719	0.201719
38	light	stimuli/sub5/matching/38_light_0.11	0.110000	0.242206	0.070206
39	dark	stimuli/sub5/matching/39_dark_0.46	0.460000	0.709380	0.153380
40	dark	stimuli/sub5/matching/40_dark_0.19	0.190000	0.375307	0.069307
41	plain	stimuli/sub5/matching/41_plain_1.50	1.500000	0.764039	0.526039
42	dark	stimuli/sub5/matching/42_dark_1.05	1.050000	0.341754	0.235754
43	light	stimuli/sub5/matching/43_light_1.50	1.500000	0.301289	0.405289
44	dark	stimuli/sub5/matching/44_dark_0.63	0.630000	0.059143	0.171143
45	plain	stimuli/sub5/matching/45_plain_0.31	0.310000	0.316901	0.132901
46	plain	stimuli/sub5/matching/46_plain_0.82	0.820000	0.529561	0.347561
47	dark	stimuli/sub5/matching/47_dark_1.50	1.500000	0.844322	0.316322
48	light	stimuli/sub5/matching/48_light_0.19	0.190000	0.265334	0.065334
49	plain	stimuli/sub5/matching/49_plain_0.31	0.310000	0.238855	0.110855
50	light	stimuli/sub5/matching/50_light_0.82	0.820000	0.800065	0.250065
51	dark	stimuli/sub5/matching/51_dark_0.46	0.460000	0.085392	0.137392
52	plain	stimuli/sub5/matching/52_plain_1.50	1.500000	0.108867	0.500000
53	dark	stimuli/sub5/matching/53_dark_1.05	1.050000	0.410031	0.338031
54	dark	stimuli/sub5/matching/54_dark_1.67	1.670000	0.417424	0.379424
55	light	stimuli/sub5/matching/55_light_0.19	0.190000	0.010142	0.116142
56	plain	stimuli/sub5/matching/56_plain_0.82	0.820000	0.033684	0.321684
57	light	stimuli/sub5/matching/57_light_0.31	0.310000	0.891486	0.125486
58	light	stimuli/sub5/matching/58_light_0.11	0.110000	0.413088	0.053088
59	dark	stimuli/sub5/matching/59_dark_0.63	0.630000	0.670113	0.250113
60	plain	stimuli/sub5/matching/60_plain_0.19	0.190000	0.079295	0.069295
61	light	stimuli/sub5/matching/61_light_1.05	1.050000	0.987533	0.347533
62	light	stimuli/sub5/matching/62_light_1.50	1.500000	0.717914	0.377914
63	plain	stimuli/sub5/matching/63_plain_0.19	0.190000	0.205553	0.073553
64	light	stimuli/sub5/matching/64_light_0.31	0.310000	0.102667	0.134667
65	dark	stimuli/sub5/matching/65_dark_0.19	0.190000	0.872799	0.076799
66	dark	stimuli/sub5/matching/66_dark_1.29	1.290000	0.920751	0.382751
67	light	stimuli/sub5/matching/67_light_1.29	1.290000	0.668709	0.522709
68	dark	stimuli/sub5/matching/68_dark_0.19	0.190000	0.550990	0.076990
69	dark	stimuli/sub5/matching/69_dark_0.19	0.190000	0.117230	0.071230
70	dark	stimuli/sub5/matching/70_dark_0.11	0.110000	0.909454	0.059454
71	light	stimuli/sub5/matching/71_light_1.29	1.290000	0.252265	0.322265
72	light	stimuli/sub5/matching/72_light_0.46	0.460000	0.919529	0.279529
73	light	stimuli/sub5/matching/73_light_0.82	0.820000	0.077611	0.277611
74	plain	stimuli/sub5/matching/74_plain_1.05	1.050000	0.790177	0.398177
75	plain	stimuli/sub5/matching/75_plain_1.67	1.670000	0.947850	0.659850
76	dark	stimuli/sub5/matching/76_dark_0.46	0.460000	0.353662	0.205662
77	plain	stimuli/sub5/matching/77_plain_1.29	1.290000	0.795561	0.497561
78	dark	stimuli/sub5/matching/78_dark_0.11	0.110000	0.523962	0.075962
79	light	stimuli/sub5/matching/79_light_0.82	0.820000	0.848568	0.278568
80	light	stimuli/sub5/matching/80_light_1.29	1.290000	0.385180	0.413180
81	plain	stimuli/sub5/matching/81_plain_1.50	1.500000	0.775812	0.551812
