trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuli/sub3/matching/0_plain_0.19	0.190000	0.023203	0.060000
1	light	stimuli/sub3/matching/1_light_0.63	0.630000	0.992322	0.268322
2	plain	stimuli/sub3/matching/2_plain_0.46	0.460000	0.762060	0.192060
3	plain	stimuli/sub3/matching/3_plain_0.11	0.110000	0.569072	0.043072
4	plain	stimuli/sub3/matching/4_plain_1.05	1.050000	0.972166	0.378166
5	dark	stimuli/sub3/matching/5_dark_0.82	0.820000	0.292093	0.232093
6	dark	stimuli/sub3/matching/6_dark_1.29	1.290000	0.397123	0.355123
7	dark	stimuli/sub3/matching/7_dark_0.46	0.460000	0.066804	0.114804
8	plain	stimuli/sub3/matching/8_plain_0.19	0.190000	0.172272	0.066272
9	light	stimuli/sub3/matching/9_light_1.29	1.290000	0.264873	0.394873
10	plain	stimuli/sub3/matching/10_plain_0.82	0.820000	0.184148	0.306148
11	plain	stimuli/sub3/matching/11_plain_0.46	0.460000	0.686218	0.198218
12	dark	stimuli/sub3/matching/12_dark_1.05	1.050000	0.708761	0.300761
13	dark	stimuli/sub3/matching/13_dark_0.31	0.310000	0.180386	0.108386
14	dark	stimuli/sub3/matching/14_dark_0.82	0.820000	0.564395	0.216395
15	dark	stimuli/sub3/matching/15_dark_1.67	1.670000	0.862601	0.410601
16	plain	stimuli/sub3/matching/16_plain_0.63	0.630000	0.118770	0.276770
17	light	stimuli/sub3/matching/17_light_0.46	0.460000	0.033789	0.213789
18	light	stimuli/sub3/matching/18_light_0.46	0.460000	0.701527	0.189527
19	plain	stimuli/sub3/matching/19_plain_0.82	0.820000	0.819264	0.331264
20	light	stimuli/sub3/matching/20_light_1.67	1.670000	0.600565	0.484565
21	plain	stimuli/sub3/matching/21_plain_0.46	0.460000	0.697572	0.219572
22	plain	stimuli/sub3/matching/22_plain_1.05	1.050000	0.240632	0.360632
23	plain	stimuli/sub3/matching/23_plain_1.67	1.670000	0.976368	0.668368
24	plain	stimuli/sub3/matching/24_plain_1.29	1.290000	0.604104	0.530104
25	light	stimuli/sub3/matching/25_light_1.05	1.050000	0.999694	0.359694
26	plain	stimuli/sub3/matching/26_plain_1.50	1.500000	0.254599	0.504599
27	light	stimuli/sub3/matching/27_light_1.67	1.670000	0.601621	0.469621
28	plain	stimuli/sub3/matching/28_plain_1.05	1.050000	0.444031	0.402031
29	light	stimuli/sub3/matching/29_light_0.19	0.190000	0.920169	0.122169
30	dark	stimuli/sub3/matching/30_dark_0.82	0.820000	0.340726	0.256726
31	dark	stimuli/sub3/matching/31_dark_1.05	1.050000	0.219793	0.265793
32	light	stimuli/sub3/matching/32_light_1.05	1.050000	0.888521	0.346521
33	light	stimuli/sub3/matching/33_light_0.63	0.630000	0.284687	0.222687
34	plain	stimuli/sub3/matching/34_plain_0.31	0.310000	0.869798	0.149798
35	dark	stimuli/sub3/matching/35_dark_0.63	0.630000	0.179356	0.161356
36	plain	stimuli/sub3/matching/36_plain_0.82	0.820000	0.727926	0.301926
37	plain	stimuli/sub3/matching/37_plain_1.50	1.500000	0.490970	0.574970
38	plain	stimuli/sub3/matching/38_plain_1.29	1.290000	0.251765	0.497765
39	dark	stimuli/sub3/matching/39_dark_0.31	0.310000	0.138097	0.106097
40	plain	stimuli/sub3/matching/40_plain_0.63	0.630000	0.681994	0.261994
41	dark	stimuli/sub3/matching/41_dark_0.11	0.110000	0.518810	0.050810
42	light	stimuli/sub3/matching/42_light_0.11	0.110000	0.673247	0.105247
43	dark	stimuli/sub3/matching/43_dark_0.31	0.310000	0.701098	0.109098
44	light	stimuli/sub3/matching/44_light_1.67	1.670000	0.232121	0.398121
45	dark	stimuli/sub3/matching/45_dark_1.29	1.290000	0.898625	0.316625
46	dark	stimuli/sub3/matching/46_dark_1.05	1.050000	0.863154	0.331154
47	dark	stimuli/sub3/matching/47_dark_0.46	0.460000	0.881357	0.123357
48	light	stimuli/sub3/matching/48_light_0.46	0.460000	0.510259	0.166259
49	dark	stimuli/sub3/matching/49_dark_0.11	0.110000	0.216113	0.056113
