trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuliSR/sub2/matching/0_plain_0.46	0.460000	0.913437	0.137437
1	dark	stimuliSR/sub2/matching/1_dark_1.50	1.500000	0.569552	0.329552
2	plain	stimuliSR/sub2/matching/2_plain_1.50	1.500000	0.153569	0.625569
3	plain	stimuliSR/sub2/matching/3_plain_0.82	0.820000	0.162613	0.288613
4	dark	stimuliSR/sub2/matching/4_dark_0.46	0.460000	0.523010	0.115010
5	light	stimuliSR/sub2/matching/5_light_0.11	0.110000	0.840304	0.138304
6	dark	stimuliSR/sub2/matching/6_dark_0.82	0.820000	0.215236	0.177236
7	plain	stimuliSR/sub2/matching/7_plain_0.63	0.630000	0.717192	0.195192
8	plain	stimuliSR/sub2/matching/8_plain_0.63	0.630000	0.398138	0.206138
9	dark	stimuliSR/sub2/matching/9_dark_0.11	0.110000	0.976038	0.038000
10	dark	stimuliSR/sub2/matching/10_dark_1.67	1.670000	0.086398	0.382398
11	plain	stimuliSR/sub2/matching/11_plain_1.29	1.290000	0.183182	0.527182
12	plain	stimuliSR/sub2/matching/12_plain_1.50	1.500000	0.092004	0.612004
13	light	stimuliSR/sub2/matching/13_light_0.82	0.820000	0.335036	0.271036
14	plain	stimuliSR/sub2/matching/14_plain_1.05	1.050000	0.554672	0.444672
15	plain	stimuliSR/sub2/matching/15_plain_1.67	1.670000	0.647105	0.665105
16	dark	stimuliSR/sub2/matching/16_dark_1.50	1.500000	0.418803	0.348803
17	light	stimuliSR/sub2/matching/17_light_1.67	1.670000	0.094962	0.482962
18	light	stimuliSR/sub2/matching/18_light_0.31	0.310000	0.158535	0.174535
19	light	stimuliSR/sub2/matching/19_light_0.19	0.190000	0.004308	0.130308
20	light	stimuliSR/sub2/matching/20_light_0.46	0.460000	0.884437	0.200437
21	plain	stimuliSR/sub2/matching/21_plain_0.11	0.110000	0.814034	0.022000
22	plain	stimuliSR/sub2/matching/22_plain_0.82	0.820000	0.740482	0.298482
23	dark	stimuliSR/sub2/matching/23_dark_1.67	1.670000	0.888230	0.384230
24	plain	stimuliSR/sub2/matching/24_plain_1.05	1.050000	0.369570	0.553570
25	dark	stimuliSR/sub2/matching/25_dark_0.46	0.460000	0.454025	0.090025
26	plain	stimuliSR/sub2/matching/26_plain_1.29	1.290000	0.058409	0.546409
27	light	stimuliSR/sub2/matching/27_light_0.63	0.630000	0.493210	0.221210
28	light	stimuliSR/sub2/matching/28_light_0.31	0.310000	0.283625	0.169625
29	light	stimuliSR/sub2/matching/29_light_1.05	1.050000	0.956193	0.358193
30	dark	stimuliSR/sub2/matching/30_dark_1.05	1.050000	0.804981	0.324981
31	light	stimuliSR/sub2/matching/31_light_0.63	0.630000	0.680144	0.230144
32	light	stimuliSR/sub2/matching/32_light_1.29	1.290000	0.559292	0.429292
33	light	stimuliSR/sub2/matching/33_light_0.46	0.460000	0.762217	0.204217
34	light	stimuliSR/sub2/matching/34_light_0.11	0.110000	0.756098	0.118098
35	dark	stimuliSR/sub2/matching/35_dark_0.63	0.630000	0.111875	0.151875
36	light	stimuliSR/sub2/matching/36_light_0.46	0.460000	0.613802	0.201802
37	plain	stimuliSR/sub2/matching/37_plain_0.19	0.190000	0.948928	0.042928
38	dark	stimuliSR/sub2/matching/38_dark_0.19	0.190000	0.982768	0.054768
39	plain	stimuliSR/sub2/matching/39_plain_1.67	1.670000	0.238355	0.618355
40	dark	stimuliSR/sub2/matching/40_dark_0.19	0.190000	0.680953	0.054000
41	plain	stimuliSR/sub2/matching/41_plain_0.19	0.190000	0.029885	0.037885
42	light	stimuliSR/sub2/matching/42_light_1.05	1.050000	0.733859	0.417859
43	light	stimuliSR/sub2/matching/43_light_1.05	1.050000	0.216373	0.364373
44	light	stimuliSR/sub2/matching/44_light_1.05	1.050000	0.732881	0.422881
45	plain	stimuliSR/sub2/matching/45_plain_0.31	0.310000	0.182531	0.094531
