trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuliSR/sub1/matching/0_plain_1.67	1.670000	0.435264	0.695264
1	light	stimuliSR/sub1/matching/1_light_1.29	1.290000	0.037017	0.357017
2	light	stimuliSR/sub1/matching/2_light_0.46	0.460000	0.944584	0.224584
3	dark	stimuliSR/sub1/matching/3_dark_1.67	1.670000	0.961778	0.401778
4	dark	stimuliSR/sub1/matching/4_dark_0.82	0.820000	0.166045	0.166045
5	plain	stimuliSR/sub1/matching/5_plain_0.46	0.460000	0.741435	0.201435
6	plain	stimuliSR/sub1/matching/6_plain_0.31	0.310000	0.726928	0.098928
7	light	stimuliSR/sub1/matching/7_light_0.63	0.630000	0.373832	0.227832
8	plain	stimuliSR/sub1/matching/8_plain_0.11	0.110000	0.147417	0.037417
9	dark	stimuliSR/sub1/matching/9_dark_1.67	1.670000	0.288370	0.308370
10	light	stimuliSR/sub1/matching/10_light_0.63	0.630000	0.430106	0.210106
11	light	stimuliSR/sub1/matching/11_light_0.63	0.630000	0.338309	0.204309
12	dark	stimuliSR/sub1/matching/12_dark_0.19	0.190000	0.805691	0.057691
13	plain	stimuliSR/sub1/matching/13_plain_0.31	0.310000	0.388799	0.088799
14	plain	stimuliSR/sub1/matching/14_plain_1.29	1.290000	0.774624	0.494624
15	dark	stimuliSR/sub1/matching/15_dark_0.63	0.630000	0.736860	0.156860
16	dark	stimuliSR/sub1/matching/16_dark_0.19	0.190000	0.016276	0.050276
17	dark	stimuliSR/sub1/matching/17_dark_0.63	0.630000	0.733135	0.153135
18	dark	stimuliSR/sub1/matching/18_dark_0.31	0.310000	0.718637	0.078637
19	dark	stimuliSR/sub1/matching/19_dark_0.31	0.310000	0.987409	0.085409
20	light	stimuliSR/sub1/matching/20_light_0.46	0.460000	0.909272	0.209272
21	plain	stimuliSR/sub1/matching/21_plain_0.46	0.460000	0.872475	0.178475
22	plain	stimuliSR/sub1/matching/22_plain_1.29	1.290000	0.512488	0.492488
23	light	stimuliSR/sub1/matching/23_light_1.05	1.050000	0.473120	0.353120
24	light	stimuliSR/sub1/matching/24_light_0.11	0.110000	0.197958	0.151958
25	plain	stimuliSR/sub1/matching/25_plain_1.29	1.290000	0.896704	0.518704
26	plain	stimuliSR/sub1/matching/26_plain_1.67	1.670000	0.682619	0.704619
27	light	stimuliSR/sub1/matching/27_light_0.82	0.820000	0.964020	0.226020
28	light	stimuliSR/sub1/matching/28_light_0.11	0.110000	0.188219	0.148219
29	light	stimuliSR/sub1/matching/29_light_0.63	0.630000	0.022638	0.202638
30	plain	stimuliSR/sub1/matching/30_plain_0.19	0.190000	0.243087	0.053087
31	plain	stimuliSR/sub1/matching/31_plain_1.50	1.500000	0.617912	0.621912
32	light	stimuliSR/sub1/matching/32_light_1.50	1.500000	0.851694	0.411694
33	light	stimuliSR/sub1/matching/33_light_0.11	0.110000	0.752251	0.114251
34	light	stimuliSR/sub1/matching/34_light_0.19	0.190000	0.369330	0.159330
35	dark	stimuliSR/sub1/matching/35_dark_0.31	0.310000	0.786119	0.066119
36	light	stimuliSR/sub1/matching/36_light_1.50	1.500000	0.464450	0.454450
37	dark	stimuliSR/sub1/matching/37_dark_0.82	0.820000	0.175900	0.119900
38	light	stimuliSR/sub1/matching/38_light_0.63	0.630000	0.152114	0.158114
39	dark	stimuliSR/sub1/matching/39_dark_0.11	0.110000	0.249438	0.035438
40	plain	stimuliSR/sub1/matching/40_plain_0.63	0.630000	0.261498	0.215498
41	light	stimuliSR/sub1/matching/41_light_0.19	0.190000	0.378664	0.144664
42	dark	stimuliSR/sub1/matching/42_dark_0.11	0.110000	0.354413	0.036413
43	dark	stimuliSR/sub1/matching/43_dark_0.19	0.190000	0.718143	0.056143
44	dark	stimuliSR/sub1/matching/44_dark_0.82	0.820000	0.582321	0.122321
45	light	stimuliSR/sub1/matching/45_light_0.63	0.630000	0.253388	0.153388
46	light	stimuliSR/sub1/matching/46_light_1.29	1.290000	0.625001	0.365001
47	dark	stimuliSR/sub1/matching/47_dark_0.63	0.630000	0.898962	0.098962
48	light	stimuliSR/sub1/matching/48_light_0.11	0.110000	0.647475	0.129475
49	plain	stimuliSR/sub1/matching/49_plain_0.46	0.460000	0.168322	0.164322
50	dark	stimuliSR/sub1/matching/50_dark_1.67	1.670000	0.283083	0.323083
51	dark	stimuliSR/sub1/matching/51_dark_0.19	0.190000	0.229640	0.053640
52	plain	stimuliSR/sub1/matching/52_plain_0.46	0.460000	0.588472	0.148472
53	light	stimuliSR/sub1/matching/53_light_0.82	0.820000	0.458742	0.198742
54	dark	stimuliSR/sub1/matching/54_dark_0.63	0.630000	0.905721	0.119721
55	dark	stimuliSR/sub1/matching/55_dark_1.05	1.050000	0.885943	0.245943
56	plain	stimuliSR/sub1/matching/56_plain_1.29	1.290000	0.730144	0.650144
57	dark	stimuliSR/sub1/matching/57_dark_1.67	1.670000	0.104982	0.404982
58	light	stimuliSR/sub1/matching/58_light_1.05	1.050000	0.664340	0.424340
59	plain	stimuliSR/sub1/matching/59_plain_0.82	0.820000	0.609022	0.249022
60	plain	stimuliSR/sub1/matching/60_plain_1.50	1.500000	0.069852	0.689852
61	light	stimuliSR/sub1/matching/61_light_0.31	0.310000	0.519039	0.137039
62	light	stimuliSR/sub1/matching/62_light_1.29	1.290000	0.648860	0.468860
63	plain	stimuliSR/sub1/matching/63_plain_0.19	0.190000	0.379756	0.039756
64	light	stimuliSR/sub1/matching/64_light_0.31	0.310000	0.658790	0.134790
65	light	stimuliSR/sub1/matching/65_light_1.05	1.050000	0.860777	0.360777
66	plain	stimuliSR/sub1/matching/66_plain_0.63	0.630000	0.392753	0.192753
67	light	stimuliSR/sub1/matching/67_light_0.63	0.630000	0.347313	0.191313
68	plain	stimuliSR/sub1/matching/68_plain_0.63	0.630000	0.707595	0.207595
69	plain	stimuliSR/sub1/matching/69_plain_0.19	0.190000	0.339946	0.055946
70	dark	stimuliSR/sub1/matching/70_dark_0.82	0.820000	0.271933	0.115933
71	dark	stimuliSR/sub1/matching/71_dark_0.63	0.630000	0.238172	0.106172
72	light	stimuliSR/sub1/matching/72_light_1.67	1.670000	0.657793	0.497793
73	light	stimuliSR/sub1/matching/73_light_1.05	1.050000	0.762791	0.382791
74	dark	stimuliSR/sub1/matching/74_dark_1.50	1.500000	0.600267	0.404267
75	dark	stimuliSR/sub1/matching/75_dark_1.50	1.500000	0.194856	0.414856
76	light	stimuliSR/sub1/matching/76_light_0.82	0.820000	0.145221	0.215221
77	plain	stimuliSR/sub1/matching/77_plain_0.11	0.110000	0.835754	0.023754
78	plain	stimuliSR/sub1/matching/78_plain_1.05	1.050000	0.530889	0.450889
79	plain	stimuliSR/sub1/matching/79_plain_1.29	1.290000	0.339106	0.599106
80	light	stimuliSR/sub1/matching/80_light_1.29	1.290000	0.981464	0.381464
81	plain	stimuliSR/sub1/matching/81_plain_0.19	0.190000	0.321890	0.051890
82	plain	stimuliSR/sub1/matching/82_plain_1.67	1.670000	0.377362	0.697362
83	light	stimuliSR/sub1/matching/83_light_0.19	0.190000	0.204666	0.124666
84	light	stimuliSR/sub1/matching/84_light_0.31	0.310000	0.958682	0.138682
85	light	stimuliSR/sub1/matching/85_light_1.05	1.050000	0.218976	0.358976
86	dark	stimuliSR/sub1/matching/86_dark_1.29	1.290000	0.954090	0.346090
87	dark	stimuliSR/sub1/matching/87_dark_1.05	1.050000	0.540358	0.300358
88	light	stimuliSR/sub1/matching/88_light_1.50	1.500000	0.941958	0.461958
89	plain	stimuliSR/sub1/matching/89_plain_0.19	0.190000	0.072556	0.050556
90	plain	stimuliSR/sub1/matching/90_plain_0.82	0.820000	0.476432	0.256432
91	dark	stimuliSR/sub1/matching/91_dark_0.63	0.630000	0.386369	0.106369
92	dark	stimuliSR/sub1/matching/92_dark_0.31	0.310000	0.098251	0.064251
93	dark	stimuliSR/sub1/matching/93_dark_0.19	0.190000	0.502859	0.046859
94	plain	stimuliSR/sub1/matching/94_plain_0.11	0.110000	0.607521	0.027521
95	plain	stimuliSR/sub1/matching/95_plain_0.31	0.310000	0.840839	0.100839
