trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuliSR/sub7/matching/0_plain_1.29	1.290000	0.809204	0.553204
1	light	stimuliSR/sub7/matching/1_light_0.19	0.190000	0.136881	0.128881
2	plain	stimuliSR/sub7/matching/2_plain_1.29	1.290000	0.381757	0.461757
3	dark	stimuliSR/sub7/matching/3_dark_0.11	0.110000	0.481695	0.037695
4	plain	stimuliSR/sub7/matching/4_plain_1.50	1.500000	0.965056	0.605056
5	light	stimuliSR/sub7/matching/5_light_1.67	1.670000	0.228768	0.434768
6	dark	stimuliSR/sub7/matching/6_dark_1.67	1.670000	0.337654	0.349654
7	dark	stimuliSR/sub7/matching/7_dark_0.11	0.110000	0.885247	0.034000
8	light	stimuliSR/sub7/matching/8_light_0.19	0.190000	0.204910	0.148910
9	plain	stimuliSR/sub7/matching/9_plain_0.63	0.630000	0.395172	0.211172
10	plain	stimuliSR/sub7/matching/10_plain_1.50	1.500000	0.943211	0.589211
11	dark	stimuliSR/sub7/matching/11_dark_0.46	0.460000	0.930263	0.092263
12	light	stimuliSR/sub7/matching/12_light_1.05	1.050000	0.469215	0.449215
13	dark	stimuliSR/sub7/matching/13_dark_1.05	1.050000	0.442706	0.334706
14	light	stimuliSR/sub7/matching/14_light_0.63	0.630000	0.476553	0.230553
15	light	stimuliSR/sub7/matching/15_light_1.67	1.670000	0.456584	0.436584
16	plain	stimuliSR/sub7/matching/16_plain_1.29	1.290000	0.058300	0.552300
17	light	stimuliSR/sub7/matching/17_light_0.11	0.110000	0.261473	0.109473
18	plain	stimuliSR/sub7/matching/18_plain_0.46	0.460000	0.062101	0.118101
19	plain	stimuliSR/sub7/matching/19_plain_1.67	1.670000	0.984422	0.668422
20	light	stimuliSR/sub7/matching/20_light_0.82	0.820000	0.073727	0.217727
21	plain	stimuliSR/sub7/matching/21_plain_1.29	1.290000	0.836408	0.560408
22	light	stimuliSR/sub7/matching/22_light_0.82	0.820000	0.112293	0.224293
23	plain	stimuliSR/sub7/matching/23_plain_0.82	0.820000	0.500004	0.256004
24	light	stimuliSR/sub7/matching/24_light_0.63	0.630000	0.505628	0.193628
25	light	stimuliSR/sub7/matching/25_light_0.46	0.460000	0.981765	0.159765
26	light	stimuliSR/sub7/matching/26_light_0.19	0.190000	0.096018	0.126018
27	light	stimuliSR/sub7/matching/27_light_0.46	0.460000	0.281946	0.151946
28	plain	stimuliSR/sub7/matching/28_plain_0.11	0.110000	0.921791	0.019791
29	light	stimuliSR/sub7/matching/29_light_1.05	1.050000	0.532845	0.332845
30	dark	stimuliSR/sub7/matching/30_dark_0.19	0.190000	0.071972	0.055972
31	plain	stimuliSR/sub7/matching/31_plain_0.11	0.110000	0.409078	0.023078
32	plain	stimuliSR/sub7/matching/32_plain_0.46	0.460000	0.703501	0.109501
33	light	stimuliSR/sub7/matching/33_light_1.05	1.050000	0.559291	0.337291
34	light	stimuliSR/sub7/matching/34_light_0.11	0.110000	0.142613	0.136613
35	plain	stimuliSR/sub7/matching/35_plain_1.67	1.670000	0.321527	0.685527
36	light	stimuliSR/sub7/matching/36_light_1.67	1.670000	0.037532	0.417532
37	light	stimuliSR/sub7/matching/37_light_1.50	1.500000	0.510022	0.472022
38	light	stimuliSR/sub7/matching/38_light_0.63	0.630000	0.313557	0.199557
39	plain	stimuliSR/sub7/matching/39_plain_1.05	1.050000	0.766784	0.486784
40	light	stimuliSR/sub7/matching/40_light_0.82	0.820000	0.164626	0.230626
41	light	stimuliSR/sub7/matching/41_light_0.31	0.310000	0.197137	0.121137
42	dark	stimuliSR/sub7/matching/42_dark_0.63	0.630000	0.519703	0.113703
43	light	stimuliSR/sub7/matching/43_light_1.29	1.290000	0.808359	0.448359
44	plain	stimuliSR/sub7/matching/44_plain_0.82	0.820000	0.789765	0.273765
45	light	stimuliSR/sub7/matching/45_light_1.50	1.500000	0.581495	0.369495
46	plain	stimuliSR/sub7/matching/46_plain_0.82	0.820000	0.145907	0.267907
47	light	stimuliSR/sub7/matching/47_light_1.67	1.670000	0.103034	0.399034
48	plain	stimuliSR/sub7/matching/48_plain_0.19	0.190000	0.626207	0.044207
49	dark	stimuliSR/sub7/matching/49_dark_0.19	0.190000	0.149477	0.053477
50	light	stimuliSR/sub7/matching/50_light_0.11	0.110000	0.111515	0.105515
