trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuliSR/sub4/matching/0_plain_1.05	1.050000	0.825860	0.484000
1	light	stimuliSR/sub4/matching/1_light_0.19	0.190000	0.201160	0.177160
2	dark	stimuliSR/sub4/matching/2_dark_0.82	0.820000	0.597562	0.207562
3	light	stimuliSR/sub4/matching/3_light_0.46	0.460000	0.267362	0.207362
4	dark	stimuliSR/sub4/matching/4_dark_0.19	0.190000	0.167742	0.043742
5	light	stimuliSR/sub4/matching/5_light_1.50	1.500000	0.649983	0.389983
6	light	stimuliSR/sub4/matching/6_light_0.46	0.460000	0.090036	0.186036
7	plain	stimuliSR/sub4/matching/7_plain_0.11	0.110000	0.906358	0.024358
8	dark	stimuliSR/sub4/matching/8_dark_0.46	0.460000	0.558963	0.118963
9	light	stimuliSR/sub4/matching/9_light_0.82	0.820000	0.478933	0.264933
10	light	stimuliSR/sub4/matching/10_light_0.63	0.630000	0.601501	0.229501
11	light	stimuliSR/sub4/matching/11_light_0.19	0.190000	0.059367	0.134000
12	plain	stimuliSR/sub4/matching/12_plain_0.11	0.110000	0.209352	0.021352
13	dark	stimuliSR/sub4/matching/13_dark_1.05	1.050000	0.256620	0.222620
14	light	stimuliSR/sub4/matching/14_light_0.31	0.310000	0.841423	0.161423
15	light	stimuliSR/sub4/matching/15_light_0.46	0.460000	0.693067	0.185067
16	dark	stimuliSR/sub4/matching/16_dark_0.31	0.310000	0.937435	0.057435
17	plain	stimuliSR/sub4/matching/17_plain_0.46	0.460000	0.322807	0.110807
18	plain	stimuliSR/sub4/matching/18_plain_0.31	0.310000	0.377745	0.079745
19	dark	stimuliSR/sub4/matching/19_dark_1.29	1.290000	0.647403	0.315403
20	plain	stimuliSR/sub4/matching/20_plain_0.31	0.310000	0.307867	0.081867
21	light	stimuliSR/sub4/matching/21_light_0.31	0.310000	0.896358	0.150358
22	light	stimuliSR/sub4/matching/22_light_0.19	0.190000	0.504195	0.130195
23	plain	stimuliSR/sub4/matching/23_plain_1.05	1.050000	0.791043	0.511043
24	light	stimuliSR/sub4/matching/24_light_1.29	1.290000	0.197005	0.413005
25	plain	stimuliSR/sub4/matching/25_plain_0.11	0.110000	0.402311	0.018311
26	dark	stimuliSR/sub4/matching/26_dark_0.11	0.110000	0.495778	0.025778
27	dark	stimuliSR/sub4/matching/27_dark_0.82	0.820000	0.363923	0.099923
28	light	stimuliSR/sub4/matching/28_light_0.19	0.190000	0.682917	0.122917
29	plain	stimuliSR/sub4/matching/29_plain_0.63	0.630000	0.363908	0.175908
30	plain	stimuliSR/sub4/matching/30_plain_1.29	1.290000	0.019137	0.506000
31	dark	stimuliSR/sub4/matching/31_dark_0.11	0.110000	0.401704	0.029704
32	light	stimuliSR/sub4/matching/32_light_0.11	0.110000	0.938548	0.116548
33	plain	stimuliSR/sub4/matching/33_plain_1.05	1.050000	0.776236	0.460236
34	dark	stimuliSR/sub4/matching/34_dark_1.50	1.500000	0.868439	0.406439
35	plain	stimuliSR/sub4/matching/35_plain_1.67	1.670000	0.730199	0.690199
36	light	stimuliSR/sub4/matching/36_light_1.29	1.290000	0.560495	0.450495
37	light	stimuliSR/sub4/matching/37_light_0.46	0.460000	0.873705	0.187705
38	dark	stimuliSR/sub4/matching/38_dark_0.11	0.110000	0.280633	0.030633
39	light	stimuliSR/sub4/matching/39_light_1.05	1.050000	0.237384	0.433384
40	plain	stimuliSR/sub4/matching/40_plain_1.50	1.500000	0.530276	0.686276
41	dark	stimuliSR/sub4/matching/41_dark_1.50	1.500000	0.672070	0.392070
42	dark	stimuliSR/sub4/matching/42_dark_0.19	0.190000	0.159479	0.051479
43	light	stimuliSR/sub4/matching/43_light_0.82	0.820000	0.375180	0.229180
44	dark	stimuliSR/sub4/matching/44_dark_1.29	1.290000	0.452767	0.298767
45	plain	stimuliSR/sub4/matching/45_plain_0.46	0.460000	0.227539	0.167539
46	plain	stimuliSR/sub4/matching/46_plain_1.05	1.050000	0.280509	0.480509
