trial	context	image.fname	r	start_idx	match_lum
0	plain	stimuliSR/sub6/matching/0_plain_1.67	1.670000	0.096807	0.480000
1	plain	stimuliSR/sub6/matching/1_plain_0.31	0.310000	0.068167	0.146167
2	dark	stimuliSR/sub6/matching/2_dark_0.46	0.460000	0.502747	0.142747
3	light	stimuliSR/sub6/matching/3_light_0.63	0.630000	0.362152	0.234152
4	light	stimuliSR/sub6/matching/4_light_0.31	0.310000	0.951355	0.180000
5	plain	stimuliSR/sub6/matching/5_plain_0.63	0.630000	0.860507	0.284000
6	light	stimuliSR/sub6/matching/6_light_1.05	1.050000	0.022542	0.342542
7	light	stimuliSR/sub6/matching/7_light_1.29	1.290000	0.618579	0.538579
8	dark	stimuliSR/sub6/matching/8_dark_0.63	0.630000	0.230953	0.190953
9	light	stimuliSR/sub6/matching/9_light_1.05	1.050000	0.903787	0.483787
10	plain	stimuliSR/sub6/matching/10_plain_1.67	1.670000	0.905258	0.660000
11	light	stimuliSR/sub6/matching/11_light_1.50	1.500000	0.944065	0.504065
12	light	stimuliSR/sub6/matching/12_light_1.29	1.290000	0.721160	0.501160
13	dark	stimuliSR/sub6/matching/13_dark_0.19	0.190000	0.051030	0.055030
14	plain	stimuliSR/sub6/matching/14_plain_0.19	0.190000	0.863180	0.063180
15	light	stimuliSR/sub6/matching/15_light_1.05	1.050000	0.376269	0.396269
16	dark	stimuliSR/sub6/matching/16_dark_1.50	1.500000	0.975843	0.432000
17	dark	stimuliSR/sub6/matching/17_dark_1.50	1.500000	0.583474	0.463474
18	light	stimuliSR/sub6/matching/18_light_1.50	1.500000	0.070028	0.360000
19	dark	stimuliSR/sub6/matching/19_dark_1.67	1.670000	0.732257	0.472257
20	dark	stimuliSR/sub6/matching/20_dark_0.31	0.310000	0.924062	0.112000
21	dark	stimuliSR/sub6/matching/21_dark_0.82	0.820000	0.643811	0.243811
22	dark	stimuliSR/sub6/matching/22_dark_1.50	1.500000	0.646883	0.498883
23	plain	stimuliSR/sub6/matching/23_plain_1.50	1.500000	0.264268	0.494268
24	dark	stimuliSR/sub6/matching/24_dark_0.31	0.310000	0.032116	0.074000
25	plain	stimuliSR/sub6/matching/25_plain_0.11	0.110000	0.044718	0.044718
26	dark	stimuliSR/sub6/matching/26_dark_0.11	0.110000	0.579789	0.081789
27	plain	stimuliSR/sub6/matching/27_plain_0.46	0.460000	0.928241	0.262241
28	light	stimuliSR/sub6/matching/28_light_0.11	0.110000	0.824207	0.184207
