tar_lum,mat_lum,bg_tar,bg_mat
1,0.03185031850318503,gray,gray
1,0.0,gray,gray
1,2.071570715707157,gray,gray
1,1.2883128831288313,gray,gray
1,0.5232552325523255,gray,gray
1,0.6656066560665607,gray,gray
1,2.221722217222172,gray,gray
1,3.5581355813558138,gray,gray
1,0.4290042900429004,gray,gray
1,0.0,gray,gray
1,0.2873028730287303,gray,gray
1,0.7481574815748158,gray,gray
1,0.0,gray,gray
1,0.11635116351163512,gray,gray
1,0.0,gray,gray
1,0.8229082290822908,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,2.022170221702217,gray,gray
1,1.7875178751787517,gray,gray
1,2.223672236722367,gray,gray
1,0.0,gray,gray
1,0.8378583785837859,gray,gray
1,0.45695456954569547,gray,gray
1,2.934779347793478,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,1.2051120511205111,gray,gray
1,0.7481574815748158,gray,gray
1,0.1007510075100751,gray,gray
1,3.4879348793487934,gray,gray
1,0.32435324353243533,gray,gray
1,0.4088540885408854,gray,gray
1,0.0,gray,gray
1,0.09360093600936009,gray,gray
1,0.24440244402444025,gray,gray
1,1.3338133381333814,gray,gray
1,0.0,gray,gray
1,3.129781297812978,gray,gray
1,0.7910579105791058,gray,gray
1,0.8346083460834608,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.04225042250422504,gray,gray
1,0.0,gray,gray
1,0.32175321753217534,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,2.068320683206832,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,2.778777787777878,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.35750357503575036,gray,gray
1,0.44915449154491544,gray,gray
1,0.08710087100871008,gray,gray
1,0.02015020150201502,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.28340283402834027,gray,gray
1,0.0,gray,gray
1,0.8807588075880759,gray,gray
1,0.1995519955199552,gray,gray
1,0.0,gray,gray
1,0.33345333453334536,gray,gray
1,0.08320083200832008,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.4771047710477105,gray,gray
1,2.828178281782818,gray,gray
1,0.8248582485824858,gray,gray
1,2.3777237772377724,gray,gray
1,0.31460314603146033,gray,gray
1,0.15210152101521016,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,1.167411674116741,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.0,gray,gray
1,0.6136061360613606,gray,gray
1,0.8151081510815108,gray,gray
1,0.0,gray,gray
1,1.2142121421214211,gray,gray
1,0.0,gray,gray
1,0.5096050960509605,gray,gray
1,0.0,gray,gray
1,0.054600546005460056,gray,gray
1,0.04420044200442005,gray,gray
5,3.140831408314083,gray,gray
5,1.827168271682717,gray,gray
5,7.594025940259402,gray,gray
5,6.035960359603596,gray,gray
5,4.337493374933749,gray,gray
5,4.6689966899668995,gray,gray
5,7.874828748287483,gray,gray
5,10.1440014400144,gray,gray
5,4.114541145411454,gray,gray
5,1.5632656326563266,gray,gray
5,3.774587745877459,gray,gray
5,4.85749857498575,gray,gray
5,1.3806138061380613,gray,gray
5,3.353383533835338,gray,gray
5,2.754727547275473,gray,gray
5,5.02520025200252,gray,gray
5,2.1281212812128123,gray,gray
5,1.5483154831548316,gray,gray
5,0.7683076830768307,gray,gray
5,1.7621676216762168,gray,gray
5,1.8564185641856419,gray,gray
5,7.500425004250043,gray,gray
5,7.048020480204802,gray,gray
5,7.878078780787808,gray,gray
5,1.2610126101261012,gray,gray
5,5.0590005900059,gray,gray
5,4.1808418084180845,gray,gray
5,9.133241332413323,gray,gray
5,2.3757737577375773,gray,gray
5,2.017620176201762,gray,gray
5,5.859158591585916,gray,gray
5,4.85619856198562,gray,gray
5,3.314383143831438,gray,gray
5,10.034150341503414,gray,gray
5,3.863638636386364,gray,gray
5,4.067740677406774,gray,gray
5,2.4849748497484976,gray,gray
5,3.2974829748297485,gray,gray
5,3.6705867058670587,gray,gray
5,6.130211302113021,gray,gray
5,1.3227632276322763,gray,gray
5,9.457594575945759,gray,gray
5,4.953049530495305,gray,gray
5,5.05120051200512,gray,gray
5,0.8664586645866459,gray,gray
5,2.4128241282412826,gray,gray
5,3.166831668316683,gray,gray
5,2.2964729647296473,gray,gray
5,3.8584385843858438,gray,gray
5,1.937019370193702,gray,gray
5,2.1924719247192472,gray,gray
5,7.588175881758818,gray,gray
5,1.3916639166391664,gray,gray
5,0.5590055900559006,gray,gray
5,2.902279022790228,gray,gray
5,8.867388673886738,gray,gray
5,2.083270832708327,gray,gray
5,0.967859678596786,gray,gray
5,3.944239442394424,gray,gray
5,4.163941639416394,gray,gray
5,3.2805828058280584,gray,gray
5,3.111581115811158,gray,gray
5,2.6000260002600024,gray,gray
5,0.7026570265702657,gray,gray
5,0.34320343203432035,gray,gray
5,2.9796297962979628,gray,gray
5,2.876278762787628,gray,gray
5,3.765487654876549,gray,gray
5,1.9350693506935068,gray,gray
5,5.15390153901539,gray,gray
5,3.5600856008560084,gray,gray
5,1.2850628506285062,gray,gray
5,3.885738857388574,gray,gray
5,3.270832708327083,gray,gray
5,2.6474764747647477,gray,gray
5,0.953559535595356,gray,gray
5,4.228292282922829,gray,gray
5,8.95188951889519,gray,gray
5,5.029750297502975,gray,gray
5,8.159531595315952,gray,gray
5,3.840888408884089,gray,gray
5,3.4424344243442433,gray,gray
5,2.6507265072650728,gray,gray
5,1.957819578195782,gray,gray
5,5.779857798577986,gray,gray
5,2.059870598705987,gray,gray
5,2.992629926299263,gray,gray
5,0.965909659096591,gray,gray
5,0.4881548815488155,gray,gray
5,1.8297682976829768,gray,gray
5,0.7715577155771558,gray,gray
5,4.548745487454875,gray,gray
5,5.00830008300083,gray,gray
5,1.048460484604846,gray,gray
5,5.879958799587996,gray,gray
5,1.5041150411504114,gray,gray
5,4.306293062930629,gray,gray
5,2.739777397773978,gray,gray
5,3.198681986819868,gray,gray
5,3.1720317203172033,gray,gray
18,16.65121651216512,gray,gray
18,14.395693956939569,gray,gray
18,20.603256032560324,gray,gray
18,19.611346113461135,gray,gray
18,18.11308113081131,gray,gray
18,18.449784497844977,gray,gray
18,20.735857358573586,gray,gray
18,21.959169591695918,gray,gray
18,17.871928719287194,gray,gray
18,13.823038230382304,gray,gray
18,17.478674786747867,gray,gray
18,18.630486304863048,gray,gray
18,13.396633966339664,gray,gray
18,16.943069430694308,gray,gray
18,16.074660746607467,gray,gray
18,18.78518785187852,gray,gray
18,14.99369993699937,gray,gray
18,13.789237892378924,gray,gray
18,11.742367423674237,gray,gray
18,14.259192591925919,gray,gray
18,14.456144561445614,gray,gray
18,20.55970559705597,gray,gray
18,20.29320293202932,gray,gray
18,20.737807378073782,gray,gray
18,13.101531015310153,gray,gray
18,18.815738157381574,gray,gray
18,17.944729447294474,gray,gray
18,21.376763767637676,gray,gray
18,15.444804448044481,gray,gray
18,14.780497804978049,gray,gray
18,19.47939479394794,gray,gray
18,18.62918629186292,gray,gray
18,16.89041890418904,gray,gray
18,21.892218922189222,gray,gray
18,17.58462584625846,gray,gray
18,17.819928199281993,gray,gray
18,15.63330633306333,gray,gray
18,16.867668676686765,gray,gray
18,17.351923519235193,gray,gray
18,19.68089680896809,gray,gray
18,13.255582555825558,gray,gray
18,21.55681556815568,gray,gray
18,18.719537195371952,gray,gray
18,18.80858808588086,gray,gray
18,12.033570335703358,gray,gray
18,15.50980509805098,gray,gray
18,16.68761687616876,gray,gray
18,15.30310303103031,gray,gray
18,17.578125781257814,gray,gray
18,14.619946199461994,gray,gray
18,15.113951139511395,gray,gray
18,20.600656006560065,gray,gray
18,13.42328423284233,gray,gray
18,11.083260832608326,gray,gray
18,16.30151301513015,gray,gray
18,21.23441234412344,gray,gray
18,14.907249072490725,gray,gray
18,12.322823228232282,gray,gray
18,17.678876788767887,gray,gray
18,17.926529265292654,gray,gray
18,16.845568455684557,gray,gray
18,16.609616096160963,gray,gray
18,15.825708257082571,gray,gray
18,11.541515415154151,gray,gray
18,10.340953409534094,gray,gray
18,16.417214172141723,gray,gray
18,16.261862618626186,gray,gray
18,17.467624676246764,gray,gray
18,14.617346173461735,gray,gray
18,18.900239002390023,gray,gray
18,17.213472134721346,gray,gray
18,13.161331613316133,gray,gray
18,17.610626106261062,gray,gray
18,16.831918319183192,gray,gray
18,15.903059030590306,gray,gray
18,12.283172831728317,gray,gray
18,17.99672996729967,gray,gray
18,21.279262792627925,gray,gray
18,18.78908789087891,gray,gray
18,20.873658736587366,gray,gray
18,17.557975579755798,gray,gray
18,17.06137061370614,gray,gray
18,15.908259082590826,gray,gray
18,14.662196621966219,gray,gray
18,19.417644176441765,gray,gray
18,14.863048630486304,gray,gray
18,16.436714367143672,gray,gray
18,12.317623176231763,gray,gray
18,10.846658466584666,gray,gray
18,14.401544015440154,gray,gray
18,11.752117521175212,gray,gray
18,18.330833308333084,gray,gray
18,18.770237702377024,gray,gray
18,12.544475444754447,gray,gray
18,19.4949949499495,gray,gray
18,13.687836878368783,gray,gray
18,18.07993079930799,gray,gray
18,16.050610506105063,gray,gray
18,16.73181731817318,gray,gray
18,16.694116941169412,gray,gray
19,17.86607866078661,gray,gray
19,15.792557925579256,gray,gray
19,21.315663156631565,gray,gray
19,20.471954719547195,gray,gray
19,19.169341693416936,gray,gray
19,19.464444644446445,gray,gray
19,21.47751477514775,gray,gray
19,22.970579705797057,gray,gray
