tar_lum,mat_lum,target_bg,match_bg,spacing
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.8021080210802108,gray,gray,even
0.0,0.4342043420434205,gray,gray,even
0.0,0.6753567535675357,gray,gray,even
0.0,0.3952039520395204,gray,gray,even
0.0,0.7904079040790408,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.08970089700897009,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.13650136501365015,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.2554525545255453,gray,gray,even
0.0,0.08320083200832007,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.5109051090510905,gray,gray,even
0.0,0.4550045500455005,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.07930079300793008,gray,gray,even
0.0,0.4706047060470605,gray,gray,even
0.0,0.2879528795287953,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.13000130001300014,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.12480124801248013,gray,gray,even
0.0,0.005200052000520004,gray,gray,even
0.0,0.2080020800208002,gray,gray,even
0.0,0.3692036920369204,gray,gray,even
0.0,0.0006500065000650005,gray,gray,even
0.0,0.2866528665286653,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.04810048100481005,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.5817558175581756,gray,gray,even
0.0,0.11180111801118013,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.9730597305973059,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.11700117001170013,gray,gray,even
0.0,0.029250292502925032,gray,gray,even
0.0,0.6246562465624657,gray,gray,even
0.0,1.2220122201222012,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.007150071500715006,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.1774517745177452,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,1.2506125061250613,gray,gray,even
0.0,0.4712547125471255,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.6188061880618806,gray,gray,even
0.0,0.6773067730677307,gray,gray,even
0.0,0.2359523595235952,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.1040010400104001,gray,gray,even
0.0,0.4075540755407554,gray,gray,even
0.0,0.1839518395183952,gray,gray,even
0.0,0.34905349053490536,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.26585265852658524,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.2067020670206702,gray,gray,even
0.0,0.3731037310373104,gray,gray,even
0.0,0.33150331503315034,gray,gray,even
0.0,0.4277042770427704,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.04095040950409504,gray,gray,even
0.0,0.15730157301573014,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.0,gray,gray,even
0.0,0.5765557655576555,gray,gray,even
0.0,0.0,gray,gray,even
7.2,5.110351103511036,gray,gray,even
7.2,7.050620506205063,gray,gray,even
7.2,4.992049920499205,gray,gray,even
7.2,9.906749067490676,gray,gray,even
7.2,8.755587555875561,gray,gray,even
7.2,9.525845258452584,gray,gray,even
7.2,8.626236262362623,gray,gray,even
7.2,9.872948729487296,gray,gray,even
7.2,7.160471604716048,gray,gray,even
7.2,6.988869888698888,gray,gray,even
7.2,7.542025420254202,gray,gray,even
7.2,5.570555705557054,gray,gray,even
7.2,7.714277142771428,gray,gray,even
7.2,6.295312953129531,gray,gray,even
7.2,7.048020480204802,gray,gray,even
7.2,8.143931439314393,gray,gray,even
7.2,7.516025160251603,gray,gray,even
7.2,6.368113681136812,gray,gray,even
7.2,9.006490064900651,gray,gray,even
7.2,8.825138251382514,gray,gray,even
7.2,5.6615566155661545,gray,gray,even
7.2,7.167621676216763,gray,gray,even
7.2,6.8504185041850425,gray,gray,even
7.2,7.501075010750108,gray,gray,even
7.2,8.877138771387713,gray,gray,even
7.2,8.257032570325704,gray,gray,even
7.2,6.766567665676657,gray,gray,even
7.2,7.692176921769217,gray,gray,even
7.2,6.7977679776797775,gray,gray,even
7.2,7.671376713767137,gray,gray,even
7.2,7.219622196221963,gray,gray,even
7.2,7.974279742797427,gray,gray,even
7.2,8.537185371853719,gray,gray,even
7.2,7.201422014220142,gray,gray,even
7.2,8.253782537825378,gray,gray,even
7.2,5.566655666556666,gray,gray,even
7.2,7.383423834238343,gray,gray,even
7.2,6.570265702657027,gray,gray,even
7.2,6.314163141631418,gray,gray,even
7.2,9.234642346423463,gray,gray,even
7.2,7.624576245762457,gray,gray,even
7.2,6.972619726197263,gray,gray,even
7.2,6.611216112161123,gray,gray,even
7.2,10.39620396203962,gray,gray,even
7.2,6.9992699926999284,gray,gray,even
7.2,5.225402254022541,gray,gray,even
7.2,4.764547645476455,gray,gray,even
7.2,7.6434264342643425,gray,gray,even
7.2,7.313223132231323,gray,gray,even
7.2,9.368543685436855,gray,gray,even
7.2,11.064410644106443,gray,gray,even
7.2,4.56239562395624,gray,gray,even
7.2,7.226122261222613,gray,gray,even
7.2,5.703807038070381,gray,gray,even
7.2,5.366453664536645,gray,gray,even
7.2,5.641406414064139,gray,gray,even
7.2,4.8548985489854894,gray,gray,even
7.2,5.954059540595407,gray,gray,even
7.2,6.63591635916359,gray,gray,even
7.2,4.081390813908139,gray,gray,even
7.2,6.787367873678738,gray,gray,even
7.2,7.865728657286573,gray,gray,even
7.2,6.5553155531555305,gray,gray,even
7.2,4.521445214452145,gray,gray,even
7.2,4.704097040970409,gray,gray,even
7.2,11.137861378613787,gray,gray,even
7.2,8.877138771387713,gray,gray,even
7.2,6.962869628696287,gray,gray,even
7.2,9.350343503435036,gray,gray,even
7.2,9.53169531695317,gray,gray,even
7.2,8.073730737307374,gray,gray,even
7.2,6.4266142661426615,gray,gray,even
7.2,7.594675946759469,gray,gray,even
7.2,8.666536665366651,gray,gray,even
7.2,7.887178871788717,gray,gray,even
7.2,8.468934689346893,gray,gray,even
7.2,5.048600486004861,gray,gray,even
7.2,5.6960069600695995,gray,gray,even
7.2,7.178671786717866,gray,gray,even
7.2,7.1624216242162415,gray,gray,even
7.2,8.179681796817968,gray,gray,even
7.2,6.518915189151891,gray,gray,even
7.2,5.6154061540615405,gray,gray,even
7.2,4.521445214452145,gray,gray,even
7.2,7.970379703797038,gray,gray,even
7.2,8.550835508355084,gray,gray,even
7.2,8.409784097840978,gray,gray,even
7.2,8.735437354373543,gray,gray,even
7.2,7.003170031700318,gray,gray,even
7.2,6.920619206192063,gray,gray,even
7.2,6.377213772137722,gray,gray,even
7.2,6.619016190161903,gray,gray,even
7.2,7.356773567735678,gray,gray,even
7.2,7.791627916279162,gray,gray,even
7.2,7.136421364213643,gray,gray,even
7.2,5.370353703537036,gray,gray,even
7.2,6.962219622196223,gray,gray,even
7.2,6.5780657806578064,gray,gray,even
7.2,9.217092170921712,gray,gray,even
7.2,6.110711107111071,gray,gray,even
14.4,11.937369373693738,gray,gray,even
14.4,14.240342403424034,gray,gray,even
14.4,11.781367813678136,gray,gray,even
14.4,16.950219502195026,gray,gray,even
14.4,15.940109401094013,gray,gray,even
14.4,16.627166271662716,gray,gray,even
14.4,15.819858198581985,gray,gray,even
14.4,16.921619216192166,gray,gray,even
14.4,14.357993579935801,gray,gray,even
14.4,14.173391733917338,gray,gray,even
14.4,14.757747577475774,gray,gray,even
14.4,12.524325243252433,gray,gray,even
14.4,14.933249332493324,gray,gray,even
14.4,13.395983959839599,gray,gray,even
14.4,14.237742377423775,gray,gray,even
14.4,15.36030360303603,gray,gray,even
14.4,14.730447304473046,gray,gray,even
14.4,13.480484804848047,gray,gray,even
14.4,16.168911689116893,gray,gray,even
14.4,16.00381003810038,gray,gray,even
14.4,12.637426374263745,gray,gray,even
14.4,14.365143651436515,gray,gray,even
14.4,14.02259022590226,gray,gray,even
14.4,14.715497154971551,gray,gray,even
14.4,16.051260512605126,gray,gray,even
14.4,15.470154701547015,gray,gray,even
14.4,13.929639296392965,gray,gray,even
14.4,14.91049910499105,gray,gray,even
14.4,13.964739647396474,gray,gray,even
14.4,14.889698896988971,gray,gray,even
14.4,14.421044210442105,gray,gray,even
14.4,15.193251932519324,gray,gray,even
14.4,15.736657366573665,gray,gray,even
14.4,14.401544015440154,gray,gray,even
14.4,15.46690466904669,gray,gray,even
14.4,12.519775197751978,gray,gray,even
14.4,14.593295932959327,gray,gray,even
14.4,13.710587105871058,gray,gray,even
14.4,13.418084180841806,gray,gray,even
14.4,16.372363723637235,gray,gray,even
14.4,14.842248422484223,gray,gray,even
14.4,14.155841558415586,gray,gray,even
14.4,13.756737567375671,gray,gray,even
14.4,17.350623506235067,gray,gray,even
14.4,14.184441844418444,gray,gray,even
14.4,12.086870868708687,gray,gray,even
14.4,11.476514765147652,gray,gray,even
14.4,14.861748617486176,gray,gray,even
14.4,14.519845198451984,gray,gray,even
14.4,16.490664906649066,gray,gray,even
14.4,17.872578725787253,gray,gray,even
14.4,11.199611996119962,gray,gray,even
14.4,14.42819428194282,gray,gray,even
14.4,12.689426894268944,gray,gray,even
14.4,12.268222682226822,gray,gray,even
14.4,12.612726127261274,gray,gray,even
14.4,11.599365993659935,gray,gray,even
14.4,12.993629936299364,gray,gray,even
14.4,13.784037840378403,gray,gray,even
14.4,10.515155151551516,gray,gray,even
14.4,13.952389523895237,gray,gray,even
14.4,15.085350853508535,gray,gray,even
14.4,13.69368693686937,gray,gray,even
14.4,11.142411424114242,gray,gray,even
14.4,11.393963939639395,gray,gray,even
14.4,17.928479284792843,gray,gray,even
14.4,16.051260512605126,gray,gray,even
14.4,14.145441454414543,gray,gray,even
14.4,16.474414744147445,gray,gray,even
14.4,16.632366323663238,gray,gray,even
14.4,15.29140291402914,gray,gray,even
14.4,13.547435474354744,gray,gray,even
14.4,14.81169811698117,gray,gray,even
14.4,15.857558575585756,gray,gray,even
14.4,15.107451074510744,gray,gray,even
14.4,15.671656716567163,gray,gray,even
14.4,11.856118561185612,gray,gray,even
14.4,12.680326803268033,gray,gray,even
14.4,14.377493774937749,gray,gray,even
14.4,14.359943599435995,gray,gray,even
14.4,15.395403954039537,gray,gray,even
14.4,13.652736527365274,gray,gray,even
14.4,12.580875808758087,gray,gray,even
14.4,11.143061430614306,gray,gray,even
14.4,15.190001900019,gray,gray,even
14.4,15.749657496574965,gray,gray,even
14.4,15.615756157561574,gray,gray,even
14.4,15.92060920609206,gray,gray,even
14.4,14.1889918899189,gray,gray,even
14.4,14.099290992909927,gray,gray,even
14.4,13.490234902349027,gray,gray,even
14.4,13.765837658376586,gray,gray,even
14.4,14.565345653456536,gray,gray,even
14.4,15.011250112501125,gray,gray,even
14.4,14.3319933199332,gray,gray,even
14.4,12.272122721227213,gray,gray,even
14.4,14.144141441414414,gray,gray,even
14.4,13.719037190371905,gray,gray,even
14.4,16.356763567635678,gray,gray,even
14.4,13.180181801818016,gray,gray,even
21.6,20.3679536795368,gray,gray,even
21.6,21.508065080650805,gray,gray,even
21.6,20.283452834528344,gray,gray,even
21.6,23.530885308853094,gray,gray,even
21.6,22.643626436264363,gray,gray,even
21.6,23.22473224732248,gray,gray,even
21.6,22.550025500255003,gray,gray,even
21.6,23.50293502935029,gray,gray,even
21.6,21.575665756657568,gray,gray,even
21.6,21.469714697146973,gray,gray,even
21.6,21.816168161681613,gray,gray,even
21.6,20.655256552565525,gray,gray,even
21.6,21.927319273192733,gray,gray,even
21.6,21.05956059560595,gray,gray,even
21.6,21.506115061150613,gray,gray,even
21.6,22.2139721397214,gray,gray,even
21.6,21.799267992679926,gray,gray,even
21.6,21.10116101161012,gray,gray,even
21.6,22.827578275782763,gray,gray,even
21.6,22.694326943269434,gray,gray,even
21.6,20.704657046570464,gray,gray,even
21.6,21.57956579565796,gray,gray,even
21.6,21.385863858638587,gray,gray,even
21.6,21.790167901679016,gray,gray,even
21.6,22.732027320273204,gray,gray,even
21.6,22.291322913229127,gray,gray,even
21.6,21.335813358133578,gray,gray,even
21.6,21.9130191301913,gray,gray,even
21.6,21.354663546635468,gray,gray,even
21.6,21.900019000190007,gray,gray,even
21.6,21.612066120661208,gray,gray,even
21.6,22.099570995709964,gray,gray,even
21.6,22.486974869748696,gray,gray,even
21.6,21.6010160101601,gray,gray,even
21.6,22.289372893728935,gray,gray,even
21.6,20.65330653306533,gray,gray,even
21.6,21.71541715417154,gray,gray,even
21.6,21.21881218812188,gray,gray,even
21.6,21.070610706107058,gray,gray,even
21.6,22.99917999179992,gray,gray,even
21.6,21.869468694686947,gray,gray,even
21.6,21.459964599646,gray,gray,even
21.6,21.24351243512435,gray,gray,even
21.6,23.94493944939449,gray,gray,even
21.6,21.476214762147624,gray,gray,even
21.6,20.447254472544728,gray,gray,even
21.6,20.115101151011512,gray,gray,even
21.6,21.881818818188187,gray,gray,even
21.6,21.670566705667056,gray,gray,even
21.6,23.10253102531025,gray,gray,even
21.6,24.550745507455076,gray,gray,even
21.6,19.95714957149572,gray,gray,even
21.6,21.616616166161666,gray,gray,even
21.6,20.72740727407274,gray,gray,even
21.6,20.542155421554217,gray,gray,even
21.6,20.69360693606936,gray,gray,even
21.6,20.18335183351833,gray,gray,even
21.6,20.865858658586586,gray,gray,even
21.6,21.257812578125783,gray,gray,even
21.6,19.546995469954695,gray,gray,even
21.6,21.348163481634817,gray,gray,even
21.6,22.027420274202747,gray,gray,even
21.6,21.21036210362104,gray,gray,even
21.6,19.923999239992398,gray,gray,even
21.6,20.06830068300683,gray,gray,even
21.6,24.62029620296203,gray,gray,even
21.6,22.732027320273204,gray,gray,even
21.6,21.45411454114541,gray,gray,even
21.6,23.088230882308828,gray,gray,even
21.6,23.22928229282293,gray,gray,even
21.6,22.16652166521665,gray,gray,even
21.6,21.134961349613498,gray,gray,even
21.6,21.849968499685,gray,gray,even
21.6,22.57927579275793,gray,gray,even
21.6,22.04172041720417,gray,gray,even
21.6,22.438874388743887,gray,gray,even
21.6,20.323753237532376,gray,gray,even
21.6,20.72350723507235,gray,gray,even
21.6,21.58671586715867,gray,gray,even
21.6,21.576965769657697,gray,gray,even
21.6,22.238672386723863,gray,gray,even
21.6,21.18891188911889,gray,gray,even
21.6,20.67930679306793,gray,gray,even
21.6,19.924649246492464,gray,gray,even
21.6,22.096970969709698,gray,gray,even
21.6,22.496724967249676,gray,gray,even
21.6,22.39727397273973,gray,gray,even
21.6,22.62867628676287,gray,gray,even
21.6,21.47881478814789,gray,gray,even
21.6,21.42811428114281,gray,gray,even
21.6,21.10636106361064,gray,gray,even
21.6,21.24806248062481,gray,gray,even
21.6,21.697866978669786,gray,gray,even
21.6,21.9780197801978,gray,gray,even
21.6,21.560715607156077,gray,gray,even
21.6,20.544755447554483,gray,gray,even
21.6,21.45346453464534,gray,gray,even
21.6,21.2240122401224,gray,gray,even
21.6,22.986179861798615,gray,gray,even
21.6,20.954259542595423,gray,gray,even
28.8,25.58295582955829,gray,gray,even
28.8,28.550235502355022,gray,gray,even
28.8,25.41590415904159,gray,gray,even
28.8,34.02264022640227,gray,gray,even
28.8,31.622166221662216,gray,gray,even
28.8,33.19453194531945,gray,gray,even
28.8,31.369963699636997,gray,gray,even
28.8,33.94723947239472,gray,gray,even
28.8,28.73353733537335,gray,gray,even
28.8,28.447534475344753,gray,gray,even
28.8,29.384843848438486,gray,gray,even
28.8,26.24466244662447,gray,gray,even
28.8,29.68579685796858,gray,gray,even
28.8,27.33732337323373,gray,gray,even
28.8,28.546335463354634,gray,gray,even
28.8,30.460604606046058,gray,gray,even
28.8,29.339343393433932,gray,gray,even
28.8,27.451724517245175,gray,gray,even
28.8,32.120071200712005,gray,gray,even
28.8,31.758667586675863,gray,gray,even
28.8,26.37856378563785,gray,gray,even
28.8,28.745237452374525,gray,gray,even
28.8,28.22133221332213,gray,gray,even
28.8,29.313993139931398,gray,gray,even
28.8,31.86136861368613,gray,gray,even
28.8,30.67055670556705,gray,gray,even
28.8,28.08483084830848,gray,gray,even
28.8,29.646796467964677,gray,gray,even
28.8,28.136181361813623,gray,gray,even
28.8,29.610396103961037,gray,gray,even
28.8,28.8329883298833,gray,gray,even
28.8,30.15055150551505,gray,gray,even
28.8,31.1990119901199,gray,gray,even
28.8,28.803088030880307,gray,gray,even
28.8,30.664056640566407,gray,gray,even
28.8,26.23881238812389,gray,gray,even
28.8,29.111191111911122,gray,gray,even
28.8,27.769577695776963,gray,gray,even
28.8,27.36722367223672,gray,gray,even
28.8,32.58482584825848,gray,gray,even
28.8,29.52849528495285,gray,gray,even
28.8,28.42153421534215,gray,gray,even
28.8,27.835228352283522,gray,gray,even
28.8,35.14130141301413,gray,gray,even
28.8,28.46508465084651,gray,gray,even
28.8,25.745457454574545,gray,gray,even
28.8,25.10000100001,gray,gray,even
28.8,29.561645616456165,gray,gray,even
28.8,28.991589915899162,gray,gray,even
28.8,32.8630286302863,gray,gray,even
28.8,36.780617806178064,gray,gray,even
28.8,24.823098230982307,gray,gray,even
28.8,28.84468844688447,gray,gray,even
28.8,26.440964409644092,gray,gray,even
28.8,25.948259482594825,gray,gray,even
28.8,26.348663486634866,gray,gray,even
28.8,25.22480224802248,gray,gray,even
28.8,26.815368153681536,gray,gray,even
