tar_lum,mat_lum,bg_tar,bg_mat
0,0.25740257402574024,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,1.1537615376153763,gray,gray
0,0.0,gray,gray
0,0.7137071370713707,gray,gray
0,0.0,gray,gray
0,1.6360663606636066,gray,gray
0,1.6627166271662717,gray,gray
0,0.7533575335753357,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.14235142351423513,gray,gray
0,0.0962009620096201,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,1.865518655186552,gray,gray
0,1.7732177321773217,gray,gray
0,0.0,gray,gray
0,1.2194121941219411,gray,gray
0,2.822328223282233,gray,gray
0,4.5935959359593594,gray,gray
0,3.181781817818178,gray,gray
0,1.3877638776387764,gray,gray
0,1.147911479114791,gray,gray
0,0.4387543875438754,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,1.7660676606766068,gray,gray
0,1.6178661786617867,gray,gray
0,0.5941059410594106,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.9243092430924309,gray,gray
0,0.0,gray,gray
0,0.6961569615696157,gray,gray
0,1.6607666076660768,gray,gray
0,0.6396063960639606,gray,gray
0,2.4765247652476523,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,1.5788657886578865,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.7956079560795608,gray,gray
0,0.968509685096851,gray,gray
0,1.4241642416424165,gray,gray
0,2.4869248692486923,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.04550045500455004,gray,gray
0,1.5320653206532064,gray,gray
0,1.1368613686136861,gray,gray
0,0.0,gray,gray
0,2.5850758507585074,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.24700247002470024,gray,gray
0,1.2551625516255163,gray,gray
0,0.0,gray,gray
0,1.2545125451254513,gray,gray
0,0.8963589635896358,gray,gray
0,1.114761147611476,gray,gray
0,0.0,gray,gray
0,1.9207692076920768,gray,gray
0,1.6705167051670518,gray,gray
0,0.0,gray,gray
0,3.5308353083530837,gray,gray
0,0.0,gray,gray
0,0.03770037700377004,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,2.2230222302223024,gray,gray
0,0.3893538935389354,gray,gray
0,0.07345073450734507,gray,gray
0,2.4921249212492125,gray,gray
0,0.11440114401144011,gray,gray
0,0.14430144301443015,gray,gray
0,0.0,gray,gray
0,1.3656636566365663,gray,gray
0,0.21970219702197022,gray,gray
0,0.6831568315683156,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.013650136501365014,gray,gray
0,1.812218122181222,gray,gray
0,0.0,gray,gray
0,0.0,gray,gray
0,0.3536035360353604,gray,gray
0,0.4862048620486205,gray,gray
0,0.05135051350513505,gray,gray
0,0.0,gray,gray
0,0.2697526975269753,gray,gray
0,0.0,gray,gray
0,2.029320293202932,gray,gray
5,5.8149581495814955,gray,gray
5,2.304923049230492,gray,gray
5,3.273432734327343,gray,gray
5,3.628986289862899,gray,gray
5,8.291482914829148,gray,gray
5,2.2516225162251624,gray,gray
5,7.140971409714097,gray,gray
5,4.009240092400924,gray,gray
5,9.430944309443094,gray,gray
5,9.490744907449075,gray,gray
5,7.249522495224952,gray,gray
5,3.4001840018400182,gray,gray
5,4.770397703977039,gray,gray
5,4.102191021910219,gray,gray
5,5.4574545745457455,gray,gray
5,5.311853118531185,gray,gray
5,0.937309373093731,gray,gray
5,2.054020540205402,gray,gray
5,3.695286952869529,gray,gray
5,9.934049340493404,gray,gray
5,9.735147351473515,gray,gray
5,0.7878078780787808,gray,gray
5,8.454634546345464,gray,gray
5,11.798917989179891,gray,gray
5,14.496444964449644,gray,gray
5,12.415774157741577,gray,gray
5,8.858938589385893,gray,gray
5,8.277182771827718,gray,gray
5,6.359013590135901,gray,gray
5,3.716087160871609,gray,gray
5,3.5392853928539285,gray,gray
5,9.718897188971889,gray,gray
5,9.389993899939,gray,gray
5,6.807518075180751,gray,gray
5,3.4833848338483384,gray,gray
5,3.5275852758527586,gray,gray
5,7.706477064770648,gray,gray
5,4.186691866918669,gray,gray
5,7.092870928709287,gray,gray
5,9.486844868448685,gray,gray
5,6.934919349193492,gray,gray
5,11.163861638616385,gray,gray
5,4.24259242592426,gray,gray
5,3.859088590885909,gray,gray
5,9.302243022430224,gray,gray
5,1.7160171601716017,gray,gray
5,4.292642926429265,gray,gray
5,7.362623626236262,gray,gray
5,7.820878208782088,gray,gray
5,8.945389453894538,gray,gray
5,11.184011840118401,gray,gray
5,4.82629826298263,gray,gray
5,3.4255342553425536,gray,gray
5,2.339373393733937,gray,gray
5,5.148051480514805,gray,gray
5,9.195641956419564,gray,gray
5,8.249882498824988,gray,gray
5,3.5061350613506135,gray,gray
5,11.367963679636796,gray,gray
5,3.4203342033420334,gray,gray
5,2.070270702707027,gray,gray
5,5.78310783107831,gray,gray
5,8.541085410854109,gray,gray
5,3.3176331763317632,gray,gray
5,8.540435404354044,gray,gray
5,7.633026330263303,gray,gray
5,8.194631946319463,gray,gray
5,1.025060250602506,gray,gray
5,10.052350523505234,gray,gray
5,9.508295082950829,gray,gray
5,3.695286952869529,gray,gray
5,12.977379773797738,gray,gray
5,3.7030870308703085,gray,gray
5,5.12140121401214,gray,gray
5,4.998549985499855,gray,gray
5,3.058930589305893,gray,gray
5,0.37310373103731037,gray,gray
5,10.672456724567246,gray,gray
5,6.214062140621406,gray,gray
5,5.237752377523775,gray,gray
5,11.194411944119441,gray,gray
5,5.369053690536905,gray,gray
5,5.463304633046331,gray,gray
5,3.094680946809468,gray,gray
5,8.807588075880759,gray,gray
5,5.699256992569926,gray,gray
5,7.055820558205582,gray,gray
5,4.61309613096131,gray,gray
5,4.8685486854868545,gray,gray
5,5.04470044700447,gray,gray
5,9.82029820298203,gray,gray
5,3.788237882378824,gray,gray
5,4.58579585795858,gray,gray
5,6.106811068110681,gray,gray
5,6.497464974649747,gray,gray
5,5.1662516625166255,gray,gray
5,1.8096180961809618,gray,gray
5,5.852008520085201,gray,gray
5,2.6006760067600676,gray,gray
5,10.278552785527856,gray,gray
10,11.031910319103192,gray,gray
10,6.067810678106781,gray,gray
10,7.582325823258232,gray,gray
10,8.107531075310753,gray,gray
10,13.815238152381523,gray,gray
10,5.980709807098071,gray,gray
10,12.583475834758348,gray,gray
10,8.653536535365353,gray,gray
10,14.9429994299943,gray,gray
10,14.999549995499954,gray,gray
10,12.704377043770437,gray,gray
10,7.770827708277083,gray,gray
10,9.697446974469745,gray,gray
10,8.784187841878419,gray,gray
10,10.58730587305873,gray,gray
10,10.402054020540206,gray,gray
10,3.6998369983699835,gray,gray
10,5.653756537565376,gray,gray
10,8.204382043820438,gray,gray
10,15.41360413604136,gray,gray
10,15.229652296522966,gray,gray
10,3.4216342163421634,gray,gray
10,13.981639816398165,gray,gray
10,17.033420334203342,gray,gray
10,19.07379073790738,gray,gray
10,17.528725287252872,gray,gray
10,14.387243872438724,gray,gray
10,13.800288002880029,gray,gray
10,11.687116871168712,gray,gray
10,8.234282342823429,gray,gray
10,7.976229762297623,gray,gray
10,15.214052140521405,gray,gray
10,14.9039990399904,gray,gray
10,12.207772077720778,gray,gray
10,7.894328943289433,gray,gray
10,7.959329593295933,gray,gray
10,13.200982009820098,gray,gray
10,8.902489024890249,gray,gray
10,12.530175301753017,gray,gray
10,14.995649956499564,gray,gray
10,12.352723527235272,gray,gray
10,16.5030150301503,gray,gray
10,8.980489804898049,gray,gray
10,8.440334403344034,gray,gray
10,14.81949819498195,gray,gray
10,5.08240082400824,gray,gray
10,9.049390493904939,gray,gray
10,12.829178291782918,gray,gray
10,13.323183231832319,gray,gray
10,14.473044730447304,gray,gray
10,16.520565205652055,gray,gray
10,9.77089770897709,gray,gray
10,7.8085280852808525,gray,gray
10,6.123061230612306,gray,gray
10,10.192751927519275,gray,gray
10,14.716797167971679,gray,gray
10,13.772337723377234,gray,gray
10,7.927479274792748,gray,gray
10,16.675916759167592,gray,gray
10,7.800728007280073,gray,gray
10,5.681706817068171,gray,gray
10,10.993559935599356,gray,gray
10,14.070040700407004,gray,gray
10,7.648626486264862,gray,gray
10,14.068740687406875,gray,gray
10,13.122331223312234,gray,gray
10,13.715137151371513,gray,gray
10,3.860388603886039,gray,gray
10,15.522155221552216,gray,gray
10,15.01580015800158,gray,gray
10,8.203732037320373,gray,gray
10,17.964879648796487,gray,gray
10,8.214782147821479,gray,gray
10,10.158301583015831,gray,gray
10,9.997749977499774,gray,gray
10,7.256672566725667,gray,gray
10,2.6331763317633174,gray,gray
10,16.077910779107793,gray,gray
10,11.51551515515155,gray,gray
10,10.308453084530845,gray,gray
10,16.529015290152902,gray,gray
10,10.47550475504755,gray,gray
10,10.594455944559446,gray,gray
